Object ID,Circularity Factor ,Total Intensity GFP,Mean Intensity GFP,Total Intensity mCherry,Mean Intensity mCherry,Total Intensity Brightfield,Mean Intensity Brightfield,Area ,Well ,Center X ,Center Y ,Parent Object ID (Well),Parent Trace ID,R01
2305,1.0636961,14606576,10011.361,2975072,2039.1172,95613312,65533.457,1459,16,1772,1563.5,15,-1,1
2306,1.0782485,8079744,9233.9932,1673072,1912.0823,57343124,65535,875,16,1988,1564,15,-1,1
2307,1.0359861,2243600,3304.271,1256528,1850.5566,44498264,65535,679,16,1705.5,1565,15,-1,1
2308,1.0254354,12507184,9446.5137,2652592,2003.4683,86768336,65535,1324,16,995,1571,15,-1,1
2309,1.235503,4786352,9496.7305,1052816,2088.9207,33029640,65535,504,16,1664.5,1567,15,-1,0
2310,1.0445239,3995583.8,8859.3877,960192,2129.0288,29556284,65535,451,16,882,1566.5,15,-1,1
2311,1.0310866,10799312,9659.4922,2389008,2136.8586,73268128,65535,1118,16,1151.5,1576.5,15,-1,1
2312,1.059071,2738576,3524.5508,1467488,1888.6589,50909272,65520.301,777,16,1466.5,1580.5,15,-1,1
2313,1.0351291,10240784,7404.7607,2642944,1911.0225,90634904,65535,1383,16,58.5,1587,15,-1,1
2314,1.1297725,9813200,8459.6553,2370672,2043.6827,76020600,65535,1160,16,388,1588.5,15,-1,1
2315,1.0834609,5009312,10479.732,1045328,2186.8787,31325730,65535,478,16,1526.5,1581,15,-1,1
2316,1.0271602,5266224,5068.5503,2030016,1953.8171,68068216,65513.203,1039,16,102,1586,15,-1,1
2317,1.1830901,2067696.1,10390.433,406912,2044.7839,13041465,65535,199,16,928.5,1578.5,15,-1,1
2318,1.0253995,4538128,9454.4336,1023823.9,2132.9666,31456800,65535,480,16,349,1586.5,15,-1,1
2319,1.1458902,4045632,10426.887,757440,1952.1649,25427580,65535,388,16,430,1586,15,-1,1
2320,1.0801729,10751888,10666.556,2026928,2010.8413,66059280,65535,1008,16,1313.5,1595.5,15,-1,1
2321,1.0498867,4070352,9314.3066,910271.94,2083.0022,28622994,65498.84,437,16,1600.5,1586.5,15,-1,1
2322,1.1143181,7320656,8337.877,1734304,1975.2893,57539728,65535,878,16,1642,1593.5,15,-1,1
2323,1.0137347,19799392,8436.043,4653888,1982.9093,153768320,65516.965,2347,16,196.5,1603.5,15,-1,0
2324,1.0895355,4118224.2,9852.2109,855872,2047.5406,27393630,65535,418,16,1360.5,1589.5,15,-1,1
2325,1.1100433,11187264,8008.063,2903584,2078.4424,91552392,65535,1397,16,1562.5,1602.5,15,-1,1
2326,1.0388295,14404657,8384.5498,3499056,2036.7031,112585410,65532.832,1718,16,1224.5,1609,15,-1,1
2327,1.0565048,6754672,11767.722,1183856,2062.4668,37617088,65535,574,16,962,1601,15,-1,1
2328,1.0357574,3437872.2,4664.6841,1432000,1943.0122,48299296,65535,737,16,1182,1601.5,15,-1,1
2329,1.1086612,13409423,8277.4219,3278528,2023.7827,106166700,65535,1620,16,1689.5,1611,15,-1,0
2330,1.1203598,6767136,7707.4443,1652432,1882.041,57539728,65535,878,16,19,1605.5,15,-1,1
2331,1.2632848,6557616,11058.374,1175728,1982.6779,38862256,65535,593,16,888.5,1606,15,-1,0
2332,1.096595,1617184,5817.2085,549248,1975.7123,18218730,65535,278,16,1145.5,1605,15,-1,1
2333,1.1293693,3325776,6585.6948,954144,1889.394,33089674,65524.105,505,16,1593.5,1609,15,-1,1
2334,1.0545009,7634399.5,11210.572,1386256,2035.6182,44629336,65535,681,16,1276.5,1611,15,-1,1
2335,1.055632,7760575.5,9260.8301,1709824,2040.3628,54918328,65535,838,16,1417.5,1612.5,15,-1,1
2336,1.1202137,11794768,9010.5176,2766992,2113.8213,85785312,65535,1309,16,1509,1622.5,15,-1,1
2337,1.073499,6114432,9306.5937,1289552,1962.7885,43056496,65535,657,16,1756.5,1616,15,-1,1
2338,1.0517935,2907200,4411.5327,1236960,1877.0258,43181744,65526.168,659,16,2010,1617.5,15,-1,1
2339,1.1782105,2978608,13238.258,474608,2109.3689,14745375,65535,225,16,1048,1614.5,15,-1,1
2340,1.0393103,2283488,4486.2241,974672,1914.8762,33346184,65513.133,509,16,52,1620.5,15,-1,1
2341,1.0456515,9731200,8846.5459,2164832,1968.0291,72088496,65535,1100,16,238,1631,15,-1,1
2342,1.1369642,5098720,10644.51,973168,2031.666,31391264,65535,479,16,450,1624.5,15,-1,1
2343,1.0614007,6823360,12682.825,1110032,2063.2566,35257832,65535,538,16,1159.5,1625,15,-1,1
2344,1.2308116,7734463.5,10123.644,1609792,2107.0576,50068740,65535,764,16,1386.5,1637.5,15,-1,0
2345,1.0756385,6147536.5,8682.9609,1396480,1972.4293,46398780,65535,708,16,1611,1634.5,15,-1,1
2346,1.0892946,10843664,10317.473,2100560,1998.6299,68877288,65535,1051,16,623.5,1642,15,-1,1
2347,1.0639113,4464528,10334.556,890096,2060.4075,28311120,65535,432,16,423.5,1633.5,15,-1,1
2348,1.0975179,4318128,10959.716,860048.06,2182.863,25820790,65535,394,16,1545.5,1633.5,15,-1,1
2349,1.0252055,13586064,6974.3657,3810192,1955.9507,127662180,65535,1948,16,1937,1650.5,15,-1,1
2350,1.0689814,7251872,9238.0537,1976960,2518.4204,51238712,65272.242,785,16,1430,1647.5,15,-1,1
2351,1.1286635,1981312,11321.783,378928.03,2165.303,11468625,65535,175,16,1661.5,1640.5,15,-1,1
2352,1.0609364,7839936,9849.166,1760208,2211.3167,52165860,65535,796,16,977.5,1651,15,-1,1
2353,1.0784485,2788864,10406.209,571920,2134.0298,17563380,65535,268,16,1579,1644,15,-1,1
2354,1.0231314,2959536,5825.8584,1113904,2192.7244,33291780,65535,508,16,205,1647.5,15,-1,1
2355,1.2420077,2773808,12165.824,514432,2256.2808,14941980,65535,228,16,1645.5,1646,15,-1,0
2356,1.1764191,2166528,10076.874,439312,2043.3116,14090025,65535,215,16,1883,1646.5,15,-1,1
2357,1.085592,9626240,12388.983,1644015.9,2115.8506,50920696,65535,777,16,1061,1654.5,15,-1,1
2358,1.1366444,6756144,11509.615,1133232,1930.5486,38469044,65535,587,16,1345.5,1655,15,-1,1
2359,1.1805847,4235392,8879.2285,958416,2009.2578,31260196,65535,477,16,1327.5,1660,15,-1,1
2360,1.0273102,14449167,9632.7783,3070336,2046.8906,98302040,65534.691,1500,16,1688.5,1669,15,-1,1
2361,1.0868493,5203872,9708.7168,1095536,2043.9104,35126760,65535,536,16,1545,1667.5,15,-1,1
2362,1.2120244,10524800,9413.9531,2245936,2008.8873,73268128,65535,1118,16,1100,1674.5,15,-1,0
2363,1.0925551,8938640,7549.5269,2376720,2007.3649,77593440,65535,1184,16,1020.5,1671,15,-1,1
2364,1.0221318,9938224,6542.6094,2985984,1965.7565,99535824,65527.207,1519,16,136,1676,15,-1,1
2365,1.0464979,12051487,8777.4854,2712128,1975.33,89979552,65535,1373,16,1299.5,1682.5,15,-1,1
2366,1.0266372,14803984,10125.844,3016432,2063.2229,95812168,65535,1462,16,659.5,1682.5,15,-1,1
2367,1.0331287,6051600,6431.0308,1781264,1892.9479,61668420,65534.984,941,16,1986,1680,15,-1,1
2368,1.1154438,11470512,7905.2461,2881472,1985.8525,95091288,65535,1451,16,1510.5,1687.5,15,-1,0
2369,1.0404224,373584,2064,343248,1896.3978,8285920,45778.562,181,16,1729,1674,15,-1,0
2370,1.060475,11740624,7189.6045,3266768,2000.4703,107018660,65535,1633,16,1870,1692.5,15,-1,1
2371,1.0450107,12110160,8983.7979,2719152,2017.175,88341184,65535,1348,16,1649,1689,15,-1,1
2372,1.106871,2846016,6468.2183,872272,1982.4364,28835400,65535,440,16,177.5,1682,15,-1,1
2373,1.0597258,5985504,8854.2959,1336784,1977.4911,44301660,65535,676,16,284.5,1687,15,-1,1
2374,1.1624785,1418784,10748.363,251024,1901.697,8650620,65535,132,16,2016,1678,15,-1,1
2375,1.1222116,6929056.5,9288.2793,1517952,2034.7882,48889112,65535,746,16,483,1688,15,-1,1
2376,1.0409419,3074160,7319.4287,857008,2040.4952,27524700,65535,420,16,1466.5,1684.5,15,-1,1
2377,1.0745075,8048895.5,9240.9824,1767760,2029.5752,57080984,65535,871,16,1583.5,1689,15,-1,1
2378,1.1636459,3227952,6926.9355,1053456,2260.6353,30015626,64411.215,466,16,1410.5,1687.5,15,-1,1
2379,1.045099,5835840,10572.174,1264352,2290.4927,36175320,65535,552,16,618.5,1691.5,15,-1,1
2380,1.1117714,1553168,3189.2566,983680,2019.8768,31915544,65535,487,16,772.5,1693,15,-1,1
2381,1.1462286,5305472,10402.887,1003296,1967.2471,33422850,65535,510,16,1928.5,1697.5,15,-1,1
2382,1.0826227,1052480,4367.1367,471648,1957.0457,15793935,65535,241,16,514,1695.5,15,-1,1
2383,1.0413952,9885440,7551.9023,2667712,2037.9771,85785312,65535,1309,16,320.5,1709,15,-1,1
2384,1.0602582,9228512,8017.8208,2279312,1980.2885,75430784,65535,1151,16,2012.5,1710.5,15,-1,1
2385,1.0741794,1348432,5966.5132,442960,1960,14810910,65535,226,16,1549.5,1700.5,15,-1,1
2386,1.0679423,7656224,5893.937,2498864,1923.6829,85129968,65535,1299,16,148.5,1719,15,-1,1
2387,1.0644082,1780064,3795.4456,869856,1854.7036,30727548,65517.16,469,16,184.5,1707.5,15,-1,1
2388,1.0993159,6368640,8995.2539,1390272,1963.661,46398780,65535,708,16,1364,1712.5,15,-1,1
2389,1.1862569,1564144,4238.8726,975280,2643.0352,24175298,65515.711,369,16,750.5,1711,15,-1,1
2390,1.1819382,2635680,10627.742,544096,2193.9355,16252680,65535,248,16,1155.5,1711,15,-1,1
2391,1.114329,5936528,9977.3584,1177200,1978.4874,38993324,65535,595,16,1454,1717.5,15,-1,1
2392,1.2001124,8885232,8288.4629,2140912,1997.1194,70253520,65535,1072,16,393.5,1721,15,-1,0
2393,1.090063,9003520,8534.1426,2118016,2007.5981,69139424,65535,1055,16,687,1722,15,-1,1
2394,1.0747532,5515152,9744.085,1220944,2157.1448,37092808,65535,566,16,1422.5,1721.5,15,-1,1
2395,1.114473,1181216,2163.3992,998192,1828.1904,35781648,65534.152,546,16,44,1722,15,-1,1
2396,1.0750342,6727904,9680.4375,1498816,2156.5698,45546824,65535,695,16,433,1724.5,15,-1,1
2397,1.0602303,3904976,5038.6787,1536912,1983.1123,50778704,65520.906,775,16,727,1726,15,-1,1
2398,1.1838515,9315312,8593.4609,2180304,2011.3506,71039936,65535,1084,16,1514,1730.5,15,-1,0
2399,1.1715056,11407393,9412.04,2581728,2130.1387,79428416,65535,1212,16,818.5,1732,15,-1,0
2400,1.0806814,4080208,8063.6523,984752,1946.1501,33160710,65535,506,16,1961,1729,15,-1,1
2401,1.1305735,5819808,8571.1455,1374432,2024.2003,44498264,65535,679,16,506,1733,15,-1,1
2402,1.0676954,9978336,12457.349,1723424,2151.5906,52493536,65535,801,16,1285,1739,15,-1,1
2403,1.0434918,3051664,3123.5046,1846048,1889.5067,64024896,65532.137,977,16,1200,1741.5,15,-1,1
2404,1.1312545,5436480,11094.857,981920,2003.9183,32112150,65535,490,16,1136,1738,15,-1,1
2405,1.1441391,2592672,4447.1216,1256576,2155.3618,38070488,65301.008,583,16,1700,1740.5,15,-1,1
2406,1.0614559,12950352,8519.9687,3144239.8,2068.5789,99550408,65493.691,1520,16,1244,1748.5,15,-1,1
2407,1.080548,4724448,9721.0859,1163792,2394.6338,31792654,65416.984,486,16,1662.5,1740.5,15,-1,1
2408,1.3041592,4228112,10925.354,865840.06,2237.3127,25362044,65535,387,16,768.5,1743,15,-1,0
2409,1.0195298,14548560,7038.4907,4004032,1937.1224,135417090,65513.832,2067,16,58.5,1760.5,15,-1,0
2410,1.0481686,10400304,6641.3179,3076848,1964.7816,102627810,65535,1566,16,1996.5,1758.5,15,-1,1
2411,1.0433585,13019424,5670.481,4581136,1995.2683,150468350,65535,2296,16,679,1762.5,15,-1,0
2412,1.0588156,9474752,6333.3901,2924208,1954.6844,98040360,65535,1496,16,178,1764,15,-1,1
2413,1.0650294,11157856,7097.8726,3107648,1976.8754,103019490,65534.023,1572,16,1755.5,1771.5,15,-1,1
2414,1.1852696,2609568,6708.4009,853808,2194.8792,25490956,65529.449,389,16,1688,1759.5,15,-1,1
2415,1.145235,4054576,8795.1758,920096,1995.8699,30211636,65535,461,16,722.5,1763,15,-1,1
2416,1.5043073,1146256,8490.7852,280272,2076.0889,8847225,65535,135,16,272,1758,15,-1,0
2417,1.1077579,7907888.5,8623.6514,1795952,1958.5082,60095596,65535,917,16,1850,1770,15,-1,1
2418,1.1592514,3745632.2,8436.1084,922992,2078.8108,29097540,65535,444,16,1357.5,1763.5,15,-1,1
2419,1.1380383,2146416,9983.3301,431840,2008.5581,14090025,65535,215,16,482,1762,15,-1,1
2420,1.0802931,8899584,8225.124,2178816,2013.6931,70908872,65535,1082,16,230,1773,15,-1,1
2421,1.2255819,4798608,6600.561,1428272,1964.6107,47643944,65535,727,16,1795,1775,15,-1,0
2422,1.3999142,2323216,8541.2354,554112,2037.1765,17825520,65535,272,16,1485,1768,15,-1,0
2423,1.0424244,12491279,8440.0537,2962656,2001.7946,96991800,65535,1480,16,1130.5,1783,15,-1,1
2424,1.0582905,15265393,8392.1895,3719552,2044.8334,119193820,65527.113,1819,16,1221,1787,15,-1,1
2425,1.0924997,9770384,8365.0547,2406096,2060.0137,76544880,65535,1168,16,1378.5,1788,15,-1,1
2426,1.0707649,1798752,3002.9248,1148864,1917.97,39248748,65523.785,599,16,1258,1782,15,-1,1
2427,1.0537056,4667920,9806.5547,939968,1974.7227,31194660,65535,476,16,418,1784.5,15,-1,1
2428,1.1256473,1973168,7123.3501,579072,2090.5127,18153196,65535,277,16,839.5,1783.5,15,-1,1
2429,1.0586152,3297824,4046.4099,1533952,1882.1497,53366912,65480.875,815,16,197.5,1793.5,15,-1,1
2430,1.1396268,8675200,8230.7402,2172672,2061.3586,69070832,65532.102,1054,16,825,1801.5,15,-1,1
2431,1.192697,5932704,12182.144,1036112,2127.54,31915544,65535,487,16,1536,1792,15,-1,1
2432,1.0586525,9444064,6923.8008,2769584,2030.4868,89389744,65535,1364,16,329.5,1799,15,-1,1
2433,1.0689059,8937168,7429.0674,2348912,1952.5453,78838608,65535,1203,16,1716.5,1798.5,15,-1,1
2434,1.044109,7898063.5,10587.217,1504176,2016.3217,48889112,65535,746,16,784,1799,15,-1,1
2435,1.0890767,5734992,8471.1846,1389248,2052.0649,44367196,65535,677,16,1648.5,1800.5,15,-1,1
2436,1.4402336,3444080,4231.0566,1874816.1,2303.2139,52126760,64037.789,814,16,710.5,1810.5,15,-1,0
2437,1.0232929,5005552,5434.9097,1764016,1915.3268,60354424,65531.406,921,16,1577.5,1804.5,15,-1,1
2438,1.0407209,8970320,7739.7065,2301712,1985.9465,75955064,65535,1159,16,488.5,1811,15,-1,1
2439,1.0446666,1251440,2787.1714,862528,1920.9978,29413730,65509.422,449,16,1762,1804,15,-1,1
2440,1.033085,4958272,4894.6416,2012208,1986.385,66370068,65518.328,1013,16,861,1811,15,-1,1
2441,1.0632659,6089984,9255.2949,1422432,2161.7507,43122032,65535,658,16,956.5,1809,15,-1,1
2442,1.0711557,8703888,6924.334,2478384,1971.6659,81370088,64733.562,1257,16,1906,1822,15,-1,1
2443,1.0600093,8806496,6784.6655,2538672,1955.8336,85064432,65535,1298,16,244,1822,15,-1,1
2444,1.1639924,8004048,8251.5957,2001648,2063.5547,63568920,65534.969,970,16,599.5,1820,15,-1,1
2445,1.0237053,12844480,9233.9902,2866288,2060.5952,91159184,65535,1391,16,1329.5,1827.5,15,-1,1
2446,1.053099,13732368,8312.5713,3363856,2036.2324,108202200,65497.699,1652,16,1863.5,1832.5,15,-1,1
2447,1.0275537,8239488.5,8897.9355,1865008,2014.0475,60685408,65535,926,16,451.5,1829,15,-1,1
2448,1.0774816,4827744,7849.9902,1279760,2080.9106,40304024,65535,615,16,551.5,1825.5,15,-1,1
2449,1.1445568,4690368,6897.6001,1402272,2062.1648,44563800,65535,680,16,1012.5,1834.5,15,-1,1
2450,1.0613289,10042720,8047.0513,2550928,2044.0128,81787680,65535,1248,16,1376,1834.5,15,-1,1
2451,1.0994675,9240736,7059.3857,2630432,2009.4973,85785312,65535,1309,16,1690.5,1834,15,-1,1
2452,1.0488288,11809760,6906.2925,3440672,2012.0889,112051110,65526.965,1710,16,1746.5,1844.5,15,-1,1
2453,1.0424644,5795344,5789.5547,1935088,1933.1548,65564788,65499.289,1001,16,333,1839.5,15,-1,1
2454,1.0717629,5421856,10975.417,1028816,2082.6235,32374290,65535,494,16,1649,1837,15,-1,1
2455,1.0508128,12589408,9537.4307,2679488,2029.9152,86506200,65535,1320,16,1472,1844.5,15,-1,1
2456,1.0372406,1734592,3613.7334,924768,1926.6,31455170,65531.605,480,16,943.5,1837.5,15,-1,1
2457,1.0845287,4448864,7164.0322,1337360,2153.5588,40697236,65535,621,16,990.5,1839.5,15,-1,1
2458,1.0626006,1716639.9,3196.7224,1012464,1885.4078,35171948,65497.109,537,16,112.5,1844,15,-1,1
2459,1.067482,8746976,7264.9302,2519487.8,2092.5979,78904144,65535,1204,16,685,1850.5,15,-1,1
2460,1.0536332,5889712,7253.3398,1615824,1989.931,53214420,65535,812,16,844.5,1849,15,-1,1
2461,1.0362874,5303280,8196.7236,1314816,2032.1731,42401144,65535,647,16,1532,1849.5,15,-1,1
2462,1.0558504,5678256,9773.2461,1137696,1958.1687,38075836,65535,581,16,549.5,1851,15,-1,1
2463,1.1210764,1583680,5758.8364,528128,1920.4655,18022124,65535,275,16,83,1849,15,-1,1
2464,1.0266816,8900576,6539.7324,2660592,1954.8802,89193136,65535,1361,16,1832,1863.5,15,-1,1
2465,1.0789893,4727712,8457.4453,1210767.9,2165.9534,36634064,65535,559,16,963.5,1857,15,-1,1
2466,1.2351275,5861104,7381.7432,1584880,1996.0706,51940224,65415.898,794,16,1784,1869.5,15,-1,0
2467,1.0833858,6190928.5,9024.6768,1433696,2089.9358,44957008,65535,686,16,640,1864.5,15,-1,1
2468,1.036017,12880608,8524.5586,3143199.8,2080.2117,99023384,65535,1511,16,1198,1872.5,15,-1,1
2469,1.072194,6996960,11141.656,1402000,2232.4841,41155980,65535,628,16,1346.5,1866.5,15,-1,1
2470,1.1670733,7510624,6772.4292,2281104,2056.9016,72659488,65518.023,1109,16,470,1875,15,-1,0
2471,1.0167716,3857520,7078.0186,1095008,2009.189,35715392,65532.828,545,16,1278.5,1867.5,15,-1,1
2472,1.086127,7273616,8557.1953,1690880,1989.2706,55704752,65535,850,16,1706,1871,15,-1,1
2473,1.0459942,8114223.5,5922.791,2695520,1967.5328,89728416,65495.191,1370,16,120.5,1876.5,15,-1,1
2474,1.027236,13072688,6233.9951,4185232,1995.8188,137414180,65528.937,2097,16,319.5,1887,15,-1,0
2475,1.0093565,5419232,4953.5942,2129232,1946.2815,71463192,65322.848,1094,16,165.5,1879.5,15,-1,1
2476,1.1043045,1212832,5945.2549,404752,1984.0785,13369140,65535,204,16,69.5,1870.5,15,-1,1
2477,1.038013,10276256,6044.8564,3472416,2042.5977,111409500,65535,1700,16,386.5,1887.5,15,-1,1
2478,1.0339166,8594096,8663.4033,2040992,2057.4517,65010720,65535,992,16,704.5,1887.5,15,-1,1
2479,1.04228,3017360,4249.8027,1372144,1932.5972,46512420,65510.449,710,16,1745.5,1883.5,15,-1,1
2480,1.0732663,14404160,7593.126,3846032,2027.4286,124311860,65530.766,1897,16,1041,1893,15,-1,0
2481,1.0594732,5542256,6164.9121,1686848,1876.3604,58915964,65535,899,16,35.5,1887.5,15,-1,1
2482,1.0690506,1900400,3512.7542,1049904,1940.6729,35366756,65372.934,541,16,1615.5,1885,15,-1,1
2483,1.1571421,10037872,8616.1992,2474688,2124.1958,76348272,65535,1165,16,611.5,1893,15,-1,0
2484,1.0426269,6536352,6478.0493,1957168,1939.7106,66123936,65534.129,1009,16,210,1893.5,15,-1,1
2485,1.0607643,7568800,8852.3975,1763184.1,2062.2036,56032424,65535,855,16,666,1892,15,-1,1
2486,1.1881139,946192,3639.2,504944,1942.0923,17039100,65535,260,16,1675,1885.5,15,-1,1
2487,1.0805664,4480576,7972.5552,1133520,2016.9395,36830672,65535,562,16,1524.5,1892.5,15,-1,1
2488,1.0671477,11503024,8801.0898,2603840,1992.2264,85654248,65535,1307,16,1582,1901,15,-1,1
2489,1.1619951,8106608.5,9470.3369,1701040,1987.1963,56097960,65535,856,16,1250,1895,15,-1,1
2490,1.0775622,13520224,7901.9429,3489568,2039.4904,112126720,65532.859,1711,16,435.5,1905,15,-1,1
2491,1.1137658,9791648,8821.3047,2217232,1997.5063,72691768,65488.082,1110,16,1945.5,1902.5,15,-1,1
2492,1.1294275,6210112,10065.012,1289136,2089.3613,40435096,65535,617,16,1994,1895,15,-1,1
2493,1.026882,9656592,5341.0352,3490912,1930.8142,118455610,65517.484,1808,16,86,1905.5,15,-1,1
2494,1.096106,9430016,7401.8965,2530464,1986.2355,83491592,65535,1274,16,1651.5,1906,15,-1,1
2495,1.0399242,7086224,7404.6226,1926944,2013.5256,62716996,65535,957,16,1815,1902,15,-1,1
2496,1.0671451,6058368,8153.9272,1473792,1983.5693,48692504,65535,743,16,1852.5,1901,15,-1,1
2497,1.0598699,11662128,7316.2661,3185808,1998.6249,104384280,65485.746,1594,16,1775,1910,15,-1,1
2498,1.0231615,4033840,3908.7598,2012048,1949.6589,67486880,65394.262,1032,16,554.5,1904.5,15,-1,1
2499,1.0512434,12564464,8792.4873,2886096,2019.6613,93649512,65535,1429,16,1413,1910,15,-1,1
2500,1.1228423,3183952,8536.0645,782832,2098.7454,24444556,65535,373,16,1457.5,1898.5,15,-1,1
2501,1.2704918,2463648,9737.7393,508208,2008.7273,16580355,65535,253,16,1361.5,1900,15,-1,0
2502,1.0266045,8146112,6424.3784,2599888,2050.3848,82923344,65396.957,1268,16,996.5,1910.5,15,-1,1
2503,1.1158959,5173920,5052.6562,2357664,2302.4062,66747968,65183.562,1024,16,1104,1910.5,15,-1,1
2504,1.044224,6744832.5,8526.9687,1601936,2025.2035,51838184,65535,791,16,1694,1906,15,-1,1
2505,1.0333635,3135904,5818.0039,1053952,1955.384,35322952,65534.23,539,16,180.5,1912.5,15,-1,1
2506,1.1306502,2376464,8769.2402,549232,2026.6864,17759984,65535,271,16,1448,1909.5,15,-1,1
2507,1.0260189,9031344,6324.4707,2804480,1963.9215,93580784,65532.762,1428,16,142.5,1924,15,-1,1
2508,1.0376452,12697376,6307.688,3941408,1957.9772,131920250,65534.152,2013,16,1905,1932.5,15,-1,1
2509,1.1168039,12425008,7590.1089,3394831.8,2073.813,107190450,65479.809,1637,16,690,1937,15,-1,0
2510,1.0524178,5162512,9318.6133,1114240,2011.2635,36306392,65535,554,16,1484.5,1925,15,-1,1
2511,1.1401367,1182272,6425.3911,375536,2040.9565,12058440,65535,184,16,1618,1921.5,15,-1,1
2512,1.0329845,7129808,6287.3086,2270016,2001.7778,74239176,65466.645,1134,16,218,1933,15,-1,1
2513,1.0336513,11519424,7890.0166,2999312,2054.3232,95434472,65366.074,1460,16,739.5,1936.5,15,-1,1
2514,1.0461936,10875904,6200.6294,3566256,2033.2133,114948390,65535,1754,16,385.5,1938.5,15,-1,1
2515,1.0319491,5695712,5503.1035,2059424,1989.7816,67808816,65515.766,1035,16,604,1933.5,15,-1,1
2516,1.2256089,889200,6538.2354,269088,1978.5883,8912760,65535,136,16,2008,1925.5,15,-1,0
2517,1.0276652,9062800,6228.7285,2915760,2003.9587,95353424,65535,1455,16,263,1941.5,15,-1,1
2518,1.0355469,4519392,4116.022,2091936,1905.224,71876200,65461.02,1098,16,1834,1941,15,-1,1
2519,1.0392672,9775616,8207.9062,2451200,2058.1025,77922904,65426.449,1191,16,451.5,1944,15,-1,1
2520,1.3946939,1129023.9,8425.5518,274304,2047.0448,8781690,65535,134,16,808.5,1932,15,-1,0
2521,1.2026317,4208320,8484.5166,1258576,2537.4517,32331514,65184.504,496,16,1131,1940,15,-1,1
2522,1.122507,4807616,6219.4258,1477904,1911.9069,50658268,65534.629,773,16,58,1947,15,-1,1
2523,1.0327201,5874304,6043.5225,1863456,1917.1357,63700020,65535,972,16,99,1945,15,-1,1
2524,1.1228037,3243952,6758.2334,983872,2049.7334,31456800,65535,480,16,1042,1942.5,15,-1,1
2525,1.070592,11126032,6575.6689,3367536,1990.2695,110858800,65519.387,1692,16,176.5,1958,15,-1,1
2526,1.0303985,13038160,7167.7627,3947024,2169.8867,119207180,65534.457,1819,16,946,1956.5,15,-1,1
2527,1.117668,3833391.8,9754.1777,865456.06,2202.1782,25755256,65535,393,16,779,1946,15,-1,1
2528,1.0425359,11083296,6837.3203,3220480,1986.7242,106232230,65535,1621,16,1628.5,1960.5,15,-1,1
2529,1.1889161,4768176,7404,1268736,1970.0869,42204540,65535,644,16,1746,1952,15,-1,1
2530,1.0920842,5177920,7504.2319,1394128,2020.4753,45219152,65535,690,16,1791.5,1959,15,-1,1
2531,1.133556,4147904,8246.3301,985216,1958.6799,32954176,65515.262,503,16,1941,1957.5,15,-1,1
2532,1.0220886,15308640,7217.6519,4306592,2030.4536,138983700,65527.441,2121,16,897.5,1970.5,15,-1,0
2533,1.2012267,2424800,5814.8682,818160,1962.0144,27328096,65535,417,16,534,1955.5,15,-1,1
2534,1.0266348,13864512,7728.2676,3468784,1933.5474,117547340,65522.488,1794,16,1997.5,1971.5,15,-1,1
2535,1.0210399,7004112,6154.7559,2250736,1977.7997,74569776,65527.047,1138,16,136,1966,15,-1,1
2536,1.106881,3150160,7554.3403,807072,1935.4244,27326272,65530.629,417,16,1732.5,1962.5,15,-1,1
2537,1.0580203,10305776,6852.2446,3078784,2047.0638,98562816,65533.789,1504,16,630,1971.5,15,-1,1
2538,1.0459456,3396320,3711.8252,1751248,1913.9323,59952648,65522.02,915,16,1701.5,1967.5,15,-1,1
2539,1.0541545,3258608,3278.2776,1881936,1893.2958,64984748,65377.012,994,16,215.5,1969.5,15,-1,1
2540,1.0368833,9471584,7523.1011,2599216,2064.5083,82508568,65535,1259,16,810.5,1972,15,-1,1
2541,1.0469453,13183088,7768.4668,3484640,2053.4119,111187320,65519.93,1697,16,1053,1979,15,-1,1
2542,1.0339527,3255968,4572.9888,1421024,1995.8202,46627136,65487.551,712,16,1160.5,1971,15,-1,1
2543,1.0672423,13765040,8111.3965,3516928,2072.4385,111156860,65501.977,1697,16,702.5,1988,15,-1,1
2544,1.0590468,6283040,3868.8669,3040544,1872.2561,106404980,65520.309,1624,16,1915,1987.5,15,-1,1
2545,1.0399711,1627600,4559.1035,674400,1889.0757,23395996,65535,357,16,105,1975,15,-1,1
2546,1.0695684,2685584,6021.4888,881696,1976.8969,29188922,65446.012,446,16,1013.5,1976.5,15,-1,1
2547,1.1039334,1989168,9209.1113,417536,1933.037,14155560,65535,216,16,1835.5,1972.5,15,-1,1
2548,1.0785879,7599279.5,8396.9941,1835312,2027.9691,59309176,65535,905,16,1125,1987.5,15,-1,1
2549,1.0713988,6021888,7861.4727,1583792,2067.6135,50199808,65535,766,16,1339,1986.5,15,-1,1
2550,1.0342448,6698336,7620.4048,1729888,1968.0182,57605264,65535,879,16,1767,1991,15,-1,1
2551,1.0265457,13344929,5640.291,4666288,1972.2266,155025040,65521.996,2366,16,308,2007,15,-1,0
2552,1.1151508,21095280,6703.2983,6431136,2043.5768,205931980,65437.555,3147,16,646,2013,15,-1,0
2553,1.0869754,1716832,9485.2598,366576,2025.2817,11861835,65535,181,16,1876.5,1988.5,15,-1,1
2554,1.0756494,4435984,7086.2363,1219360,1947.8594,41016196,65521.082,626,16,1831,2000,15,-1,1
2555,1.0312378,11417712,6865.7319,3205504,1927.543,108834140,65444.457,1663,16,1965,2006,15,-1,1
