Object ID,Circularity Factor ,Total Intensity GFP,Mean Intensity GFP,Total Intensity mCherry,Mean Intensity mCherry,Total Intensity Brightfield,Mean Intensity Brightfield,Area ,Well ,Center X ,Center Y ,Parent Object ID (Well),Parent Trace ID,R01
1343,1.0444571,2968192,3380.6287,1658656,1889.1299,57539728,65535,878,7,82,1814,6,-1,1
1344,1.1317173,4943328,8642.1816,1235872,2160.6155,37486020,65535,572,7,771.5,1811,6,-1,1
1345,1.087883,6081680,9414.3652,1326512,2053.4241,42335608,65535,646,7,464.5,1815,6,-1,1
1346,1.1583482,5338112,9688.0439,1153440,2093.3574,36109784,65535,551,7,1212,1815,6,-1,1
1347,1.0385724,9090464,5823.4873,3078768,1972.3049,102300140,65535,1561,7,238.5,1827.5,6,-1,1
1348,1.1079078,2224048,4898.7842,876752,1931.1718,29752890,65535,454,7,1680.5,1816,6,-1,1
1349,1.0664614,4831024,6390.2432,1517600,2007.4073,49544460,65535,756,7,930,1820.5,6,-1,1
1350,1.0614773,5019536,8669.3193,1202831.9,2077.4299,37944764,65535,579,7,877,1819,6,-1,1
1351,1.054322,4890608,7410.0122,1349168,2044.194,43253100,65535,660,7,199.5,1824.5,6,-1,1
1352,1.0686683,4925344,6103.2764,1626688,2015.7224,52886744,65535,807,7,559,1825.5,6,-1,1
1353,1.0468762,9739280,7062.5669,2767600,2006.9615,90372768,65535,1379,7,1711,1831,6,-1,1
1354,1.1187275,4225616,7113.8315,1196144,2013.7104,38927792,65535,594,7,318.5,1825,6,-1,1
1355,1.18113,2657984,6562.9233,819824,2024.2568,26541676,65535,405,7,1187,1828,6,-1,1
1356,1.2474148,2367312,10116.718,500607.97,2139.3503,15335190,65535,234,7,1574,1839,6,-1,0
1357,1.0242556,5865184,5380.9028,2171584,1992.2789,71433152,65535,1090,7,859.5,1849,6,-1,1
1358,1.1117059,3785712,7556.3115,1052768,2101.3333,32833036,65535,501,7,975.5,1842.5,6,-1,1
1359,1.0862532,8573728,5685.4961,2975616,1973.2202,98826784,65535,1508,7,163.5,1851.5,6,-1,1
1360,1.0801965,882512,4694.2129,386144,2053.9575,12320580,65535,188,7,1606,1838.5,6,-1,1
1361,1.0689319,5908208,7303.1001,1601136,1979.1545,53017816,65535,809,7,1892,1847.5,6,-1,1
1362,1.0310799,2071983.9,3402.2725,1174672,1928.8539,39910816,65535,609,7,345.5,1847.5,6,-1,1
1363,1.0673582,4652960,8323.7207,1125728,2013.8247,36634064,65535,559,7,818.5,1848,6,-1,1
1364,1.0498604,1878336,3880.8596,949280,1961.3223,31718940,65535,484,7,892,1848,6,-1,1
1365,1.1265848,12291328,8595.334,2953919.8,2065.6782,93715048,65535,1430,7,749,1861.5,6,-1,0
1366,1.1010223,8071056.5,6670.2944,2502688,2068.3372,79297352,65535,1210,7,473.5,1860.5,6,-1,1
1367,1.1067331,10268080,8571.0186,2426624,2025.5626,78510928,65535,1198,7,1622,1861,6,-1,1
1368,1.089063,7684816,7857.6851,2052031.9,2098.1921,64093232,65535,978,7,565,1862.5,6,-1,1
1369,1.0327844,5997328,6119.7227,1953120,1992.9796,64224300,65535,980,7,1806,1864.5,6,-1,1
1370,1.0376722,7007168,6917.2437,2010640,1984.8372,66386956,65535,1013,7,216,1865,6,-1,1
1371,1.0240182,11755664,6473.3833,3724992,2051.207,119011560,65535,1816,7,1102,1871.5,6,-1,1
1372,1.0726005,8092288,9164.5391,1899536.1,2151.23,57867404,65535,883,7,651,1867.5,6,-1,1
1373,1.153815,4568400,6416.292,1381920,1940.8989,46660920,65535,712,7,80,1870.5,6,-1,1
1374,1.0384604,6646864,7476.7876,1774304,1995.8425,58260616,65535,889,7,954.5,1873,6,-1,1
1375,1.099744,1130704,10006.23,224416,1985.9823,7405455,65535,113,7,1259,1862.5,6,-1,1
1376,1.1141167,7021040,6342.4028,2263360,2044.589,72547248,65535,1107,7,284.5,1879.5,6,-1,1
1377,1.0383692,8622176,7276.0977,2412048,2035.4835,77658976,65535,1185,7,1543,1875,6,-1,1
1378,1.0946019,6947216,8329.9951,1705536,2045.0072,54656192,65535,834,7,1374,1876,6,-1,1
1379,1.128924,9182928,6644.6655,2774672,2007.7222,90569368,65535,1382,7,1759.5,1878.5,6,-1,0
1380,1.1404181,2151792,10055.103,414656,1937.6449,14024490,65535,214,7,370,1868.5,6,-1,1
1381,1.0744866,5929248,7092.4019,1687536,2018.5837,54787260,65535,836,7,1203,1879.5,6,-1,1
1382,1.1262897,4384240,8149.145,1130512,2101.3235,35257832,65535,538,7,703,1875.5,6,-1,1
1383,1.0739171,5103600,10207.2,1039839.9,2079.6799,32767500,65535,500,7,879.5,1876.5,6,-1,1
1384,1.0338587,7611312,7641.8794,2003776,2011.8232,65272860,65535,996,7,1500,1882,6,-1,1
1385,1.0336874,4611696,5569.6812,1687024,2037.4686,54262980,65535,828,7,524.5,1880.5,6,-1,1
1386,1.0430406,2194464,4187.9082,1008704,1925.0077,34340340,65535,524,7,398,1878.5,6,-1,1
1387,1.0802285,5172048,6253.9878,1618064,1956.5465,54197444,65535,827,7,132,1883,6,-1,1
1388,1.1785885,1772960,6615.5225,553600,2065.6716,17563380,65535,268,7,356.5,1877.5,6,-1,1
1389,1.207785,766912,3182.2075,464320,1926.639,15793935,65535,241,7,110,1881,6,-1,1
1390,1.031162,6514032,6398.8525,1992304,1957.0767,66714632,65535,1018,7,1884.5,1889.5,6,-1,1
1391,1.0878506,5049024,7827.9443,1296832,2010.5923,42270076,65535,645,7,184,1887.5,6,-1,1
1392,1.0481707,9388672,6868.085,2828479.8,2069.1147,89586344,65535,1367,7,1662,1896,6,-1,1
1393,1.103772,6364416,8659.0693,1539152.1,2094.0845,48168224,65535,735,7,781,1892.5,6,-1,1
1394,1.0469246,3481440,5660.8779,1230080,2000.1301,40304024,65535,615,7,1237,1892,6,-1,1
1395,1.0308031,11078144,7470.0903,3105616,2094.1443,97188408,65535,1483,7,684.5,1906,6,-1,1
1396,1.0834523,11654832,8697.6357,2795952,2086.5312,87816896,65535,1340,7,1572.5,1903,6,-1,1
1397,1.019262,5774160,5087.3657,2253120,1985.1278,74382224,65535,1135,7,565,1902.5,6,-1,1
1398,1.0629671,4406352,5153.6279,1681248,1966.3719,56032424,65535,855,7,1791.5,1901.5,6,-1,1
1399,1.1240686,6666944,7184.207,1975856.1,2129.1553,60816480,65535,928,7,1408,1904,6,-1,1
1400,1.0426841,3940480,4368.603,1768672,1960.8337,59112568,65535,902,7,1828,1903,6,-1,1
1401,1.0193011,8445568,5232.6938,3127664,1937.834,105773490,65535,1614,7,95.5,1912,6,-1,1
1402,1.0971097,1728175.9,4787.1909,723584,2004.3878,23658136,65535,361,7,964.5,1899.5,6,-1,1
1403,1.3329641,3940112,7665.5874,1044496,2032.0934,33684992,65535,514,7,397,1904,6,-1,0
1404,1.083541,2519440,7219.0259,719104,2060.47,22871716,65535,349,7,1535,1902.5,6,-1,1
1405,1.0480727,7904336,7833.8315,2128560,2109.5737,66124816,65535,1009,7,1710,1914,6,-1,1
1406,1.0634448,5716127.5,8369.1475,1373872,2011.5256,44760404,65535,683,7,1979,1910,6,-1,1
1407,1.1159439,5400512,6683.8018,1693680,2096.1387,52952280,65535,808,7,1609,1917.5,6,-1,1
1408,1.1464297,5838560,7922.0625,1548576.1,2101.1887,48299296,65535,737,7,1184.5,1915,6,-1,1
1409,1.0633154,5301808,8620.8262,1281472,2083.6943,40304024,65535,615,7,1111,1915,6,-1,1
1410,1.2413546,822240.06,8222.4004,198096,1980.96,6553500,65535,100,7,844.5,1908,6,-1,0
1411,1.2030469,5061504,8990.2383,1178128,2092.5896,36896204,65535,563,7,1257.5,1920,6,-1,1
1412,1.0628571,7778208,8187.5874,1923312,2024.5389,62258248,65535,950,7,1766.5,1924,6,-1,1
1413,1.042675,5952672,8210.582,1483344,2045.9917,47512876,65535,725,7,816,1920,6,-1,1
1414,1.066468,5572672,8430.6689,1378256,2085.1074,43318636,65535,661,7,978.5,1920.5,6,-1,1
1415,1.0988561,4340240,8477.0312,1021264,1994.6562,33553920,65535,512,7,722,1921,6,-1,1
1416,1.0561778,4221152,8544.8418,1069008,2163.9839,32374290,65535,494,7,760.5,1920,6,-1,1
1417,1.0710802,2527664,8287.4229,615584,2018.3082,19988176,65535,305,7,283,1918.5,6,-1,1
1418,1.1021488,4492032,7992.9395,1119296,1991.6299,36830672,65535,562,7,1511,1924,6,-1,1
1419,1.0451377,8359168.5,6337.5044,2564608,1944.3578,86440664,65535,1319,7,2017,1934.5,6,-1,1
1420,1.1748329,2712944,8504.5264,659072,2066.0564,20905664,65535,319,7,940.5,1923.5,6,-1,1
1421,1.0519224,5228576,8144.1992,1315968,2049.7944,42073472,65535,642,7,481,1929,6,-1,1
1422,1.0788322,3332288.2,8746.1631,814000,2136.4829,24968836,65535,381,7,921,1927.5,6,-1,1
1423,1.0447778,11880256,6670.5537,3606048,2024.7322,116717830,65535,1781,7,1152.5,1942,6,-1,1
1424,1.0617661,8823440,6609.3184,2727744,2043.2539,87489224,65535,1335,7,1434,1939,6,-1,1
1425,1.0366305,11108272,6090.0615,3658592,2005.807,119535840,65535,1824,7,1842.5,1943.5,6,-1,1
1426,1.0370781,7081120,7493.2485,1862784,1971.2,61930576,65535,945,7,1678.5,1938.5,6,-1,1
1427,1.0288817,2797936,3350.8215,1619664,1939.7174,54721724,65535,835,7,1643.5,1938.5,6,-1,1
1428,1.0209944,3449552,4269.2476,1600416,1980.7129,52952280,65535,808,7,1389,1939,6,-1,1
1429,1.0464658,5220560,6413.4644,1654672,2032.7666,53345488,65535,814,7,1584,1941,6,-1,1
1430,1.0334888,3419856,4051.9622,1638400,1941.2322,55311540,65535,844,7,1735.5,1942.5,6,-1,1
1431,1.0531116,7611264,5371.3931,2793904,1971.7036,92863096,65535,1417,7,201,1950.5,6,-1,1
1432,1.0759293,2946064,6404.4868,963360.06,2094.261,30146100,65535,460,7,1274.5,1944,6,-1,1
1433,1.1339247,5176800,7796.3857,1378480,2076.0242,43515240,65535,664,7,761,1954.5,6,-1,1
1434,1.0600526,3431648,4826.5093,1421968,1999.955,46595384,65535,711,7,945,1954.5,6,-1,1
1435,1.0794788,9053712,6508.7793,2847664,2047.2063,91159184,65535,1391,7,1238,1962,6,-1,1
1436,1.1387289,4497344,7421.3599,1229488,2028.858,39714208,65535,606,7,1613,1959,6,-1,1
1437,1.0738155,10296624,7235.8564,2896992,2035.8341,93256304,65535,1423,7,671.5,1964.5,6,-1,1
1438,1.0345689,9589920,5169.7681,3700368,1994.8075,121567420,65535,1855,7,255,1973.5,6,-1,1
1439,1.0523265,5895328,7616.7026,1588255.9,2052.0103,50724088,65535,774,7,1407.5,1967.5,6,-1,1
1440,1.0996202,4924848,4934.7173,1945280,1949.1783,65403928,65535,998,7,119,1974.5,6,-1,1
1441,1.0719211,6465872,7364.3188,1995840,2273.1663,57539728,65535,878,7,982,1968.5,6,-1,1
1442,1.041254,5994480,5831.2061,2087872,2031.0039,67369984,65535,1028,7,1705.5,1972,6,-1,1
1443,1.0664377,6716208,6018.1074,2203600,1974.552,73137056,65535,1116,7,303,1975.5,6,-1,1
1444,1.0535703,4871056,8745.1631,1175008,2109.5295,36502996,65535,557,7,889.5,1968.5,6,-1,1
1445,1.0606635,8855232,7124.0806,2430992,1955.7457,81460008,65535,1243,7,1934.5,1975.5,6,-1,1
1446,1.0116101,6562832,6304.3535,2093216,2010.7743,68221936,65535,1041,7,1180,1975.5,6,-1,1
1447,1.1113792,12788704,6331.0415,4070096,2014.899,132380700,65535,2020,7,1647,1986,6,-1,0
1448,1.1293588,4569152,7062.0586,1317552,2036.4019,42401144,65535,647,7,1507,1974.5,6,-1,1
1449,1.1684354,5761216,7795.9619,1476192,1997.5535,48430364,65535,739,7,1040,1977,6,-1,1
1450,1.0418056,8751568,7115.0957,2562032,2082.9529,80608048,65535,1230,7,590.5,1983.5,6,-1,1
1451,1.1234,3326080,8315.2002,829663.94,2074.1599,26214000,65535,400,7,833,1978,6,-1,1
1452,1.1217175,6899983.5,9055.0967,1588208,2084.2625,49937672,65535,762,7,1276.5,1980.5,6,-1,1
1453,1.0436499,2285488,5441.6382,800880,1906.8572,27524700,65535,420,7,1966.5,1975.5,6,-1,1
1454,1.054079,6696208,6463.521,2103856,2030.749,67894256,65535,1036,7,803,1984.5,6,-1,1
1455,1.0318486,8041056,5022.521,3248640,2029.1318,104921540,65535,1601,7,346,1989.5,6,-1,1
1456,1.0395692,7457264.5,5330.4248,2793728,1996.9464,91683464,65535,1399,7,500,1990.5,6,-1,1
1457,1.0628024,2456560,3838.375,1231744,1924.6,41942400,65535,640,7,213,1982,6,-1,1
1458,1.1146423,8580768,6540.2197,2641456,2013.3049,85981920,65535,1312,7,1592,1992.5,6,-1,1
1459,1.1159058,838240,2993.7144,562640,2009.4286,18349800,65535,280,7,962.5,1982.5,6,-1,1
1460,1.0274646,3455808,4972.3857,1379520,1984.9209,45546824,65535,695,7,767.5,1989.5,6,-1,1
1461,1.0272115,10036320,6646.5693,3002640,1988.5033,98957848,65535,1510,7,1788,1996,6,-1,1
1462,1.1506108,3723312,6625.1104,1126832,2005.0392,36830672,65535,562,7,1542.5,1990,6,-1,1
1463,1.0451061,5596912,7816.916,1436288,2005.9888,46923060,65535,716,7,735.5,1996.5,6,-1,1
1464,1.2660114,4300464,7084.7842,1232496,2030.4712,39779744,65535,607,7,1443.5,1992.5,6,-1,0
1465,1.0275583,3589392,3673.8916,1911200,1956.1924,64027696,65535,977,7,645.5,2000.5,6,-1,1
1466,1.1981976,1871696,7063.0039,523952,1977.1774,17366776,65535,265,7,871,1993.5,6,-1,1
1467,1.032961,6670144,5567.7329,2286016,1908.1936,78510928,65535,1198,7,182,2005.5,6,-1,1
1468,1.0300698,4549728,5038.4585,1780496,1971.7563,59178104,65535,903,7,386.5,2002.5,6,-1,1
1469,1.0435064,8281759.5,4629.2676,3413696,1908.1587,117242110,65535,1789,7,42.5,2015.5,6,-1,1
1470,1.094873,2597472,5573.9741,914320,1962.0601,30539310,65535,466,7,144.5,2004,6,-1,1
1471,1.0452143,6519232,6819.2803,1938048,2027.2468,62651460,65535,956,7,980,2008,6,-1,1
1472,1.0524198,2822096,3429.0352,1557232,1892.141,53935304,65535,823,7,232.5,2008,6,-1,1
1473,1.2830673,1030928,7311.5459,283600,2011.3475,9240435,65535,141,7,857,2000.5,6,-1,0
1474,1.0226997,8950816,6080.7173,2885456,1960.2283,96467520,65535,1472,7,273,2022.5,6,-1,1
1475,1.0826802,5288368,6958.3789,1456656,1916.6526,49806600,65535,760,7,1945,2017,6,-1,1
1476,1.0378056,2631584,3921.8838,1314368,1958.8197,43973984,65535,671,7,469,2014.5,6,-1,1
1477,1.0510435,4041856,7335.4917,1140592,2070.04,36109784,65535,551,7,893,2017.5,6,-1,1
1478,1.1271051,5842768,7022.5576,1648336,1981.1731,54525120,65535,832,7,1681.5,2023.5,6,-1,1
1479,1.0932847,7476304,6840.1685,2139040,1957.0356,71629752,65535,1093,7,1834,2025,6,-1,1
1480,1.1221469,614240,1994.2858,568768,1846.6493,20184780,65535,308,7,118.5,2021.5,6,-1,1
1481,1.0457827,7624240.5,8415.2764,1832672,2022.8168,59374712,65535,906,7,1010.5,2026.5,6,-1,1
1482,1.3178209,1387168,7926.6743,340160,1943.7715,11468625,65535,175,7,531,2023,6,-1,0
1483,1.1775402,3115872,5418.9077,1125360,1957.1478,37682624,65535,575,7,1598,2030.5,6,-1,1
1484,1.1433288,1959152,7506.3296,511840,1961.0728,17104636,65535,261,7,367,2027,6,-1,1
1485,1.0415243,2211424,3444.5857,1228544,1913.62,42073472,65535,642,7,1647.5,2032,6,-1,1
1486,1.1135047,2059552,6111.4302,685872,2035.2285,22085296,65535,337,7,517,2032.5,6,-1,1
1487,1.484447,774016,7371.5811,208560,1986.2858,6881175,65535,105,7,722,2032.5,6,-1,0
1488,1.2080921,210768,1988.3773,196256,1851.4717,6946710,65535,106,16,1073.5,9,15,-1,0
1489,1.0335254,12904400,7892.5996,3276448,2003.9437,107149730,65535,1635,16,1041,26.5,15,-1,1
1490,1.049083,8127903.5,9664.5703,1695536,2016.0951,55114936,65535,841,16,1579,18.5,15,-1,1
1491,1.0262228,2492000,2963.1392,1558688,1853.3745,55091120,65506.684,841,16,147.5,24,15,-1,1
1492,1.0558202,16880096,8665.3467,3957584,2031.614,127572760,65489.098,1948,16,961.5,34,15,-1,0
1493,1.0544297,12295664,9636.1006,2597824,2035.9122,83619992,65532.906,1276,16,668.5,32,15,-1,1
1494,1.0505056,5781536,7042.0659,1600656,1949.6418,53779376,65504.723,821,16,267,30.5,15,-1,1
1495,1.048726,5556480,7937.8286,1453872,2076.96,45874500,65535,700,16,911.5,32.5,15,-1,1
1496,1.0205581,11558832,8677.8018,2669632,2004.2283,87290744,65533.594,1332,16,1998.5,38,15,-1,1
1497,1.0342868,3537824,2970.4651,2204448,1850.9219,77719760,65255.887,1191,16,1829,38.5,15,-1,1
1498,1.0272679,14854672,8646.4912,3556400,2070.0815,112575580,65527.109,1718,16,1148.5,44.5,15,-1,1
1499,1.0271241,11251024,6349.3364,3612608,2038.7178,116024330,65476.484,1772,16,1416.5,45.5,15,-1,1
1500,1.0679699,8353903.5,9428.7852,1751856,1977.2642,58064008,65535,886,16,1336.5,43.5,15,-1,1
1501,1.0607206,2502448,3131.9749,1487296,1861.4468,52261496,65408.633,799,16,105.5,42,15,-1,1
1502,1.0367565,11129536,9026.3877,2420432,1963.043,80804656,65535,1233,16,1619.5,48,15,-1,1
1503,1.040134,13050864,9443.4619,2815408,2037.1982,90569368,65535,1382,16,1086,46.5,15,-1,1
1504,1.0388119,3190208,3437.7241,1740768,1875.8276,60739592,65452.148,928,16,1740,46.5,15,-1,1
1505,1.0817601,11158816,8278.0537,2744320,2035.8457,88339520,65533.766,1348,16,1781,55,15,-1,1
1506,1.0252774,15815456,7852.7588,3940288,1956.4489,131937570,65510.211,2014,16,189.5,59,15,-1,1
1507,1.0230316,10213328,7172.2808,2897456,2034.7303,93207560,65454.746,1424,16,535.5,57.5,15,-1,1
1508,1.1810217,1590336,3012,994672,1883.8485,34572280,65477.805,528,16,1587,49,15,-1,1
1509,1.0315371,4758944,3519.929,2601616,1924.2722,88397096,65382.469,1352,16,1374.5,62.5,15,-1,1
1510,1.0194848,5343040,5192.4585,1998640,1942.3129,67422672,65522.52,1029,16,1301,61,15,-1,1
1511,1.061262,1658271.9,2535.584,1256144,1920.7095,42529920,65030.457,654,16,148.5,58.5,15,-1,1
1512,1.0334857,13490608,7048.3848,4030015.8,2105.5464,125402220,65518.402,1914,16,1257.5,71,15,-1,1
1513,1.0213374,7251920,6986.4355,2112704,2035.3604,68025328,65535,1038,16,493,69.5,15,-1,1
1514,1.1079472,5923199.5,9806.6221,1247040,2064.6357,39583140,65535,604,16,574.5,65.5,15,-1,1
1515,1.0288286,14292848,8134.8027,3519728,2003.2601,115039980,65475.227,1757,16,400.5,76.5,15,-1,1
1516,1.0631235,8860368,6987.6719,2478592,1954.7256,83088400,65527.129,1268,16,2023.5,74.5,15,-1,1
1517,1.0634852,6760176,7761.396,1671840,1919.4489,57027284,65473.348,871,16,87.5,73,15,-1,1
1518,1.0166174,17957744,8313.7705,4427584,2049.8074,141555600,65535,2160,16,828.5,85,15,-1,0
1519,1.0685405,9132384,9096,2005984,1997.9921,65797140,65535,1004,16,1718.5,77,15,-1,1
1520,1.0201043,13476320,9894.5078,2854352,2095.7063,89254304,65531.797,1362,16,1825,82,15,-1,1
1521,1.0283544,2778512,8100.6182,701232,2044.4082,22478504,65535,343,16,438,72.5,15,-1,1
1522,1.05872,12790576,8365.3213,3182127.8,2081.1824,100203020,65535,1529,16,1102.5,89.5,15,-1,1
1523,1.039016,9367248,11872.304,1653296,2095.4321,51687684,65510.371,789,16,1535.5,81.5,15,-1,1
1524,1.0247801,13823984,8027.8652,3562752,2068.9617,112848600,65533.449,1722,16,1464.5,99,15,-1,1
1525,1.0456957,6072944,6495.1274,1817168,1943.4952,61273048,65532.672,935,16,153.5,95,15,-1,1
1526,1.0186253,21083024,8637.0439,4843888,1984.3867,159909090,65509.66,2441,16,1759.5,105,15,-1,0
1527,1.0417535,10216656,10216.656,2069200,2069.2,65535000,65535,1000,16,649.5,98.5,15,-1,1
1528,1.017212,5460320,4535.1494,2388720,1983.9867,78702880,65367.844,1204,16,1352,100,15,-1,1
1529,1.0159364,5948688,4672.9678,2487408,1953.9733,83199808,65357.273,1273,16,548,102.5,15,-1,1
1530,1.0534271,3126432,4174.1416,1436736,1918.2056,49084036,65532.758,749,16,1509.5,99,15,-1,1
1531,1.0345207,6189760.5,8842.5146,1415056,2021.5085,45874500,65535,700,16,1992.5,98.5,15,-1,1
1532,1.0966788,15298560,11813.56,2974816,2297.1553,84749608,65443.711,1295,16,690.5,107.5,15,-1,1
1533,1.0367125,12983632,7687.1709,3764592.2,2228.8882,110688620,65535,1689,16,975,113,15,-1,1
1534,1.060207,11510176,8964.3115,2669711.8,2079.2148,84146944,65535,1284,16,1142,107,15,-1,1
1535,1.057601,10694176,7638.6973,2738144,1955.8171,91693872,65495.625,1400,16,188,111,15,-1,1
1536,1.015427,2666624,10884.18,540256,2205.1265,16056075,65535,245,16,1428.5,101,15,-1,0
1537,1.0172464,4398432,4137.7534,2092496,1968.4817,69652552,65524.512,1063,16,737,114.5,15,-1,1
1538,1.0303097,5445920,4928.4346,2203552,1994.1647,72205808,65344.625,1105,16,604,115.5,15,-1,1
1539,1.0754802,7803760,7075.0317,2235792,2027.01,72268520,65519.961,1103,16,245.5,116.5,15,-1,1
1540,1.0525366,9232800,8604.6602,2104464,1961.2898,70319056,65535,1073,16,1886,118.5,15,-1,1
1541,1.0365685,2216784,2890.2007,1498400,1953.5854,50239940,65501.875,767,16,795.5,115,15,-1,1
1542,1.0411703,12678416,8270.3301,3350624.2,2185.6648,100405380,65496.012,1533,16,1265,121.5,15,-1,1
1543,1.0283129,11845008,6093.1113,3996832.2,2055.9836,127373570,65521.383,1944,16,302,125.5,15,-1,1
1544,1.0337077,11982848,8639.4004,2698576,1945.6207,90867168,65513.457,1387,16,1964,124.5,15,-1,1
1545,1.0262305,11720831,8933.5605,2663328,2029.9756,85852320,65436.219,1312,16,1712.5,124,15,-1,1
1546,1.0288602,3436416,2512,2617360,1913.2749,89629760,65518.832,1368,16,1308,127.5,15,-1,1
1547,1.0194394,11877664,7960.9009,2953536,1979.5818,97776912,65534.121,1492,16,1846,129.5,15,-1,1
1548,1.0605232,9402832,10733.826,1917808,2189.2786,57408660,65535,876,16,1219,127,15,-1,1
1549,1.1010555,4247744,11267.226,762160,2021.6445,24706696,65535,377,16,1538,121.5,15,-1,1
1550,1.0209147,7284272.5,9350.7988,1578800,2026.7009,51051764,65535,779,16,1801.5,126,15,-1,1
1551,1.039109,9879553,8429.6523,2373776,2025.4061,76804176,65532.57,1172,16,1497.5,131.5,15,-1,1
1552,1.0502162,3053648,4801.3335,1210208,1902.8428,41680260,65535,636,16,1916,127.5,15,-1,1
1553,1.0248781,16970384,8770.2246,3781024,1954.0176,126731300,65494.215,1935,16,1662,136,15,-1,1
1554,1.03706,18587392,9551.5889,4005967.8,2058.5652,127494720,65516.301,1946,16,839.5,138.5,15,-1,1
1555,1.0257007,12839424,8397.2686,3138224,2052.4683,100194330,65529.32,1529,16,1583.5,138,15,-1,1
1556,1.105645,7083536,10148.332,1464688.1,2098.407,45743432,65535,698,16,1099.5,135,15,-1,1
1557,1.3618807,373280,2108.9265,335856,1897.4916,11599695,65535,177,16,650,128,15,-1,0
1558,1.1071532,2636992,4984.8618,1241648,2347.1606,34668016,65535,529,16,1004.5,135.5,15,-1,1
1559,1.1096849,2426224,9743.8711,534528,2146.6987,16318215,65535,249,16,389.5,133.5,15,-1,1
1560,1.0410921,12770016,8892.7686,2881328,2006.4958,94016416,65471.039,1436,16,356,145.5,15,-1,1
1561,1.0303498,3233840,4497.6914,1622064,2256,47119664,65535,719,16,1033.5,141,15,-1,1
1562,1.0478157,2174768,3305.1187,1266576,1924.8876,43093336,65491.395,658,16,265.5,141,15,-1,1
1563,1.0147399,11533296,7494.0195,3196223.8,2076.8186,100855630,65533.223,1539,16,712.5,151,15,-1,1
1564,1.1189225,1362528,10244.571,264112,1985.8046,8716155,65535,133,16,530,137,15,-1,1
1565,1.0320096,21700576,8061.1353,5496384,2041.7474,176162430,65439.242,2692,16,625.5,162,15,-1,0
1566,1.0297388,3785520,6482.0547,1228464,2103.5342,38272440,65535,584,16,1144,144.5,15,-1,1
1567,1.0592584,7014352,14113.385,1202176,2418.8652,32561730,65516.559,497,16,666.5,147,15,-1,1
1568,1.0517274,13972960,9132.6533,3211680,2099.1372,100268550,65535,1530,16,1536.5,159.5,15,-1,1
1569,1.0349081,10346608,7928.4351,2580848,1977.6613,85522440,65534.437,1305,16,1914,158,15,-1,1
1570,1.0424901,13364832,8311.4629,3269888,2033.5125,105380280,65535,1608,16,416.5,168.5,15,-1,1
1571,1.0267201,12689104,8954.9072,2926319.8,2065.1516,92843576,65521.227,1417,16,479,171,15,-1,1
1572,1.0470217,8610416,8343.4268,2023328,1960.5891,67622448,65525.625,1032,16,287.5,170,15,-1,1
1573,1.060721,7861376,8833.0068,1722512,1935.4067,58326152,65535,890,16,1809,170.5,15,-1,1
1574,1.1409242,1588560,9866.832,309664,1923.3789,10551135,65535,161,16,1197.5,163,15,-1,1
1575,1.2097334,9822448,9832.2803,2152688,2154.8428,65469464,65535,999,16,1229.5,174.5,15,-1,0
1576,1.0369655,11709728,5111.1865,4477840,1954.5352,149980800,65465.211,2291,16,27.5,186.5,15,-1,0
1577,1.0451263,15696544,9878.2529,3196576,2011.6904,104135110,65535,1589,16,1329,183,15,-1,1
1578,1.0307129,2003664,3502.9092,1075648,1880.5035,37455260,65481.227,572,16,1776.5,175,15,-1,1
1579,1.0166348,13496608,7363.125,3792464,2068.9929,120125660,65535,1833,16,1617.5,186,15,-1,1
1580,1.0340264,13821375,11048.262,2578496,2061.1479,81984288,65535,1251,16,1670,181,15,-1,1
1581,1.0576329,7204000,8617.2246,2180832,2608.6506,54787260,65535,836,16,1021.5,180.5,15,-1,1
1582,1.0525337,3198751.8,4473.7788,1416384,1980.9567,46855240,65531.805,715,16,1289.5,180,15,-1,1
1583,1.0859891,2788576,7041.8584,810288,2046.1818,25951860,65535,396,16,514,177.5,15,-1,1
1584,1.0475062,11309248,7870.0405,2892320,2012.7488,94074904,65466.18,1437,16,344,204,15,-1,1
1585,1.0830435,7498064,9077.5596,1757872,2128.1743,54131912,65535,826,16,1265.5,202,15,-1,1
1586,1.0233124,16532752,8784.6719,3786064,2011.7238,123336870,65535,1882,16,1507,213,15,-1,1
1587,1.0592827,11944240,10770.279,2286048,2061.3599,72678312,65535,1109,16,1861.5,209.5,15,-1,1
1588,1.0835412,10291743,9288.5771,2297696,2073.7329,72612784,65535,1108,16,1762,208.5,15,-1,1
1589,1.0222794,12049936,7794.2666,3136336,2028.6779,101306820,65528.348,1546,16,1817.5,215,15,-1,1
1590,1.1173438,8374576,9637.0264,1725456,1985.5651,56949916,65535,869,16,500.5,212,15,-1,1
1591,1.1030402,5322896,10519.558,1090752,2155.6365,33160710,65535,506,16,279.5,209.5,15,-1,1
1592,1.0519676,19821488,10691.202,3741088,2017.8468,121473950,65519.93,1854,16,1660,224,15,-1,1
1593,1.0133548,11760064,9607.8955,2659904,2173.1243,80214840,65535,1224,16,1435,221,15,-1,1
1594,1.0140361,17858144,10942.49,4785088,2932.0393,106953120,65535,1632,16,922,228,15,-1,1
1595,1.0548228,8206000,9757.4316,1650160,1962.1403,55114936,65535,841,16,1556,224,15,-1,1
