Object ID,Circularity Factor ,Total Intensity GFP,Mean Intensity GFP,Total Intensity mCherry,Mean Intensity mCherry,Total Intensity Brightfield,Mean Intensity Brightfield,Area ,Well ,Center Y ,Center X ,Parent Object ID (MO),Parent Trace ID,MO.R01
0,1.191024,644016,29273.455,72560,3298.1819,1441770,65535,22,7,16,1048,7,-1,1
1,1.099665,317328,24409.846,40720,3132.3076,851955,65535,13,7,47,359.5,10,-1,1
2,1.4317377,390896,26059.732,44080,2938.6667,983025,65535,15,7,35,1400,16,-1,1
3,1.023972,307536,30753.6,29936,2993.6001,655350,65535,10,7,71,242.5,31,-1,1
4,1.145183,899696,35987.84,79456,3178.24,1638375,65535,25,7,42.5,732,35,-1,1
5,1.2562897,589792,12548.766,182304,3878.8086,3080145,65535,47,7,51.5,1433,40,-1,1
6,1.0075276,419440,23302.223,53888,2993.7778,1179630,65535,18,7,71,1154.5,45,-1,1
7,1.4331947,957772,45608.191,66032,3144.3809,1376235,65535,21,7,78.5,797,48,-1,1
8,1.3230573,254464,12723.2,63120,3156,1310700,65535,20,7,70,1316,52,-1,1
9,1.1240444,1080928,25137.861,144688,3364.8372,2818005,65535,43,7,81.5,761.5,60,-1,1
10,1.044667,85392,7116,37312,3109.3333,786420,65535,12,7,99,847,65,-1,1
11,1.3054673,316768,9050.5146,114592,3274.0571,2293725,65535,35,7,109.5,624,66,-1,1
12,1.6897863,313536,16501.895,60288,3173.0527,1245165,65535,19,7,98.5,1119,81,-1,1
13,1.0128495,298000,14190.477,69328,3301.3333,1376235,65535,21,7,114,1130.5,81,-1,1
14,1.1729374,332080,19534.117,50592,2976,1114095,65535,17,7,122.5,400.5,82,-1,1
15,1.4634985,112447.99,8649.8457,38736,2979.6924,851955,65535,13,7,123.5,1644.5,87,-1,1
16,0.92101441,238672,23867.199,29984,2998.3999,655350,65535,10,7,118.5,881.5,91,-1,1
17,1.3235566,918303.94,34011.258,86800,3214.8147,1769445,65535,27,7,144.5,905.5,91,-1,1
18,1.9017975,1578640,9125.0869,541040,3127.3989,11337555,65535,173,7,164.5,288.5,107,-1,1
19,1.5881616,89488,8948.7998,29840,2984,655350,65535,10,7,158,271.5,107,-1,1
20,1.4321343,364512,22782,48832,3052,1048560,65535,16,7,143.5,1682.5,110,-1,1
21,1.1807466,351760,23450.666,43472,2898.1333,983025,65535,15,7,175,1725,111,-1,1
22,1.4164382,382448,27317.715,42048,3003.4285,917490,65535,14,7,175,1734,111,-1,1
23,1.0545386,525118,47738,33312,3028.3635,720885,65535,11,7,186,1267.5,116,-1,1
24,0.99642864,758141,47383.812,52192,3262,1048560,65535,16,7,163,686.5,119,-1,1
25,1.6353781,807312.06,21819.244,114512,3094.9189,2424795,65535,37,7,163.5,1064,120,-1,1
26,1.4286389,525565,47778.637,33088,3008,720885,65535,11,7,171,1069,120,-1,1
27,1.0497684,996736,29315.766,124912,3673.8823,2228190,65535,34,7,155,545.5,123,-1,1
28,1.2494971,568494,27071.143,68112,3243.4285,1376235,65535,21,7,168.5,1018.5,129,-1,1
29,2.1221926,574256,5220.5093,322112,2928.291,7208850,65535,110,7,172,1031,129,-1,1
30,1.0771057,639948,53329,37680,3140,786420,65535,12,7,180.5,1182,131,-1,1
31,1.2677286,1045664.1,27517.475,125712,3308.2104,2490330,65535,38,7,179.5,831,136,-1,1
32,1.1894823,377680,19877.895,63984,3367.5789,1245165,65535,19,7,192.5,832.5,136,-1,1
33,1.3422416,161552,11539.429,42256,3018.2856,917490,65535,14,7,191.5,1392,137,-1,1
34,1.2180386,277552,23129.334,35968,2997.3333,786420,65535,12,7,196,1073.5,139,-1,1
35,1.5223604,276352,18423.467,43984,2932.2666,983025,65535,15,7,193.5,1303,142,-1,1
36,1.7055116,482816,7315.394,192272,2913.2122,4325310,65535,66,7,202,995.5,149,-1,1
37,1.1570892,277552,13216.762,62112,2957.7144,1376235,65535,21,7,210,993,149,-1,1
38,1.6153278,991584,10329,288912,3009.5,6291360,65535,96,7,218,998.5,149,-1,1
39,2.4909553,396768,7347.5557,156960,2906.6667,3538890,65535,54,7,216.5,1019,149,-1,1
40,1.9747574,93568,8506.1816,32208,2928,720885,65535,11,7,218.5,1011.5,149,-1,1
41,1.3616471,347248,16535.619,66064,3145.9048,1376235,65535,21,7,214.5,684.5,156,-1,1
42,1.4930276,198912,14208,40800,2914.2856,917490,65535,14,7,208.5,1057.5,159,-1,1
43,1.629952,398544,7814.5884,153984,3019.2942,3342285,65535,51,7,221.5,1054.5,159,-1,1
44,1.2585293,196032.02,17821.092,32576,2961.4546,720885,65535,11,7,228,1046.5,159,-1,1
45,1.2313368,78224,7822.3999,28752,2875.2,655350,65535,10,7,210.5,1895.5,162,-1,1
46,1.0360736,299712,24976,37888,3157.3333,786420,65535,12,7,222,737,163,-1,1
47,1.3346219,189264,15772,36128,3010.6667,786420,65535,12,7,216,1617.5,165,-1,1
48,1.4504691,840944,21562.666,126816,3251.6924,2555865,65535,39,7,217,989,167,-1,1
49,1.2839146,991008,20646,160528,3344.3333,3145680,65535,48,7,230.5,967.5,167,-1,1
50,1.0148959,391776,32648,37616,3134.6667,786420,65535,12,7,234,1495.5,178,-1,1
51,0.96313186,193680,19368,31248,3124.8,655350,65535,10,7,242,1506.5,178,-1,1
52,1.187277,417376,37943.273,34624,3147.6365,720885,65535,11,7,246.5,1423,179,-1,1
53,1.839633,270112,5002.0742,153936,2850.6667,3538890,65535,54,7,236.5,948,182,-1,1
54,1.7264284,64448,5858.9092,32079.998,2916.3635,720885,65535,11,7,241,941.5,182,-1,1
55,1.510705,100624,5031.2002,56688,2834.3999,1310700,65535,20,7,247,935,182,-1,1
56,2.1039812,475824.03,4806.3032,284352,2872.2424,6487965,65535,99,7,252.5,948,182,-1,1
57,1.2597324,70864,5905.3335,35152,2929.3333,786420,65535,12,7,248,958.5,182,-1,1
58,1.7867989,1653216,11246.367,441856.03,3005.8232,9633645,65535,147,7,260,940.5,182,-1,1
59,1.2267584,298592,12441.333,76128,3172,1572840,65535,24,7,242.5,545,191,-1,1
60,1.1081949,1084972,38749,101728,3633.1428,1834980,65535,28,7,272.5,1380,192,-1,0
61,1.1786514,1210461,34584.602,121184,3462.3999,2293725,65535,35,7,277,1395,192,-1,0
62,1.2056171,347984,15817.454,70176,3189.8181,1441770,65535,22,7,250,977.5,197,-1,1
63,2.20185,318320,8842.2227,105840,2940,2359260,65535,36,7,257,985,197,-1,1
64,2.165979,921776,11817.641,233936,2999.1794,5111730,65535,78,7,263,976,197,-1,1
65,1.4697602,93568,9356.7998,28736,2873.6001,655350,65535,10,7,264.5,984.5,197,-1,1
66,1.1114443,823392.06,39209.145,70624,3363.0476,1376235,65535,21,7,277,1453,198,-1,1
67,1.090397,751568,26841.715,91008,3250.2856,1834980,65535,28,7,251.5,835,199,-1,1
68,1.1420297,1134735,36604.355,148144,4778.8389,2031585,65535,31,7,293,846.5,199,-1,1
69,2.0886917,635264,7747.1221,235376,2870.439,5373870,65535,82,7,269,1065,208,-1,1
70,1.8493787,383248,8516.6221,130736,2905.2444,2949075,65535,45,7,281.5,1070.5,208,-1,1
71,1.0762278,352096,35209.602,28944,2894.3999,655350,65535,10,7,300,1704,211,-1,1
72,1.515311,848080,16629.02,155360,3046.2744,3342285,65535,51,7,268,893,212,-1,1
73,1.6466749,1516848,10045.351,497680,3295.894,9895785,65535,151,7,276,872.5,212,-1,1
74,1.6726569,696640,7740.4443,265680,2952,5898150,65535,90,7,286.5,882.5,212,-1,1
75,2.1999925,328784,12645.538,75424,2900.9231,1703910,65535,26,7,284,894.5,212,-1,1
76,1.0223761,338944,24210.285,45168,3226.2856,917490,65535,14,7,287,1623.5,225,-1,1
77,1.0360666,732976,33317.09,68544,3115.6365,1441770,65535,22,7,289.5,652,227,-1,1
78,0.99122467,369600,23100,52048,3253,1048560,65535,16,7,295.5,96.5,229,-1,1
79,1.091119,197824,17984,32272,2933.8181,720885,65535,11,7,318,95,229,-1,1
80,1.0663991,87440,5829.3335,42768,2851.2,983025,65535,15,7,336,1295,233,-1,1
81,1.1963738,207840,15987.692,39616,3047.3845,851955,65535,13,7,309,541.5,234,-1,1
82,2.2374892,301984,7549.6001,116752,2918.8,2621400,65535,40,7,304.5,904,235,-1,1
83,1.4668142,488656,7756.4443,181536,2881.5239,4128705,65535,63,7,310,914.5,235,-1,1
84,1.2271599,599088,14264,131264,3125.3333,2752470,65535,42,7,307,923.5,235,-1,1
85,1.921659,563600,6404.5454,254527.98,2892.3635,5767080,65535,88,7,316.5,904,235,-1,1
86,1.8465936,1187552,4948.1333,697264,2905.2666,15728400,65535,240,7,323,912,235,-1,1
87,1.1723341,677952,23377.654,90752,3129.3794,1900515,65535,29,7,307,1666,236,-1,1
88,1.61311,61536,5594.1816,33392,3035.6365,720885,65535,11,7,317.5,40.5,237,-1,1
89,1.5789548,958623.94,36870.152,80448,3094.1538,1703910,65535,26,7,332,1231,238,-1,1
90,1.0294029,347424,28952,39360,3280,786420,65535,12,7,317,1206.5,240,-1,1
91,1.1095445,240528,20044,40032,3336,786420,65535,12,7,309.5,417,242,-1,1
92,1.1493079,904048,30134.934,105552,3518.3999,1966050,65535,30,7,331,427,242,-1,1
93,2.1242124,796096.06,5272.1592,437456,2897.0596,9895785,65535,151,7,321,1016,244,-1,0
94,1.6230544,597264,15314.462,129808,3328.4102,2555865,65535,39,7,313,1895.5,247,-1,0
95,1.0103425,2507261,33881.906,343712,4644.7568,4849590,65535,74,7,328,1721,253,-1,1
96,1.1955353,686160,17593.846,127391.99,3266.4614,2555865,65535,39,7,327,334,255,-1,1
97,1.298388,322496,10078,95312,2978.5,2097120,65535,32,7,347,932.5,256,-1,1
98,1.0433748,492576,20524,77008,3208.6667,1572840,65535,24,7,364.5,1489,265,-1,1
99,1.4632345,551488,15756.8,110832,3166.6287,2293725,65535,35,7,352.5,986,267,-1,1
100,1.5835071,260032,13001.6,60144,3007.2,1310700,65535,20,7,348.5,1058.5,271,-1,1
101,1.2908222,503759,35982.785,50192,3585.1428,917490,65535,14,7,349.5,284,275,-1,1
102,1.0148959,192704,16058.667,38256,3188,786420,65535,12,7,393.5,304,279,-1,1
103,1.1305677,876173,46114.367,58544,3081.2632,1245165,65535,19,7,373,1961,284,-1,1
104,1.0753986,91008,9100.7998,32960,3296,655350,65535,10,7,401,1066,286,-1,1
105,1.0355075,576832,26219.637,77792,3536,1441770,65535,22,7,386.5,965,291,-1,1
106,1.0253524,199263.98,18114.908,33328,3029.8181,720885,65535,11,7,391,1502,295,-1,1
107,1.6460967,120896,9299.6924,38160,2935.3845,851955,65535,13,7,383.5,927.5,297,-1,1
108,1.1464286,277312,25210.182,33248,3022.5454,720885,65535,11,7,405.5,138,300,-1,1
109,1.2846737,1531984,8958.9707,523120.03,3059.1814,11206485,65535,171,7,396.5,803,301,-1,1
110,2.4238416,221616,7148.9033,92032,2968.7742,2031585,65535,31,7,397.5,1096.5,304,-1,1
111,1.1637026,604544,31818.105,61568,3240.4211,1245165,65535,19,7,402,1147,306,-1,1
112,1.0857271,133808,10292.923,37632,2894.7693,851955,65535,13,7,410.5,1571,310,-1,1
113,1.8101263,285200,19013.334,46688,3112.5334,983025,65535,15,7,423.5,1024,312,-1,1
114,1.1051802,264864,26486.4,31808,3180.8,655350,65535,10,7,418,917,320,-1,1
115,1.2313368,249488,24948.801,34848,3484.8,655350,65535,10,7,417,1542.5,325,-1,1
116,1.035412,921376,38390.668,81216,3384,1572840,65535,24,7,449,728.5,332,-1,1
117,1.2374694,495248,26065.684,62928,3312,1245165,65535,19,7,430,1452,333,-1,1
118,1.0821435,293664,26696.727,37216,3383.2727,720885,65535,11,7,445,314,337,-1,1
119,1.228736,628352,19040.969,105232,3188.8484,2162655,65535,33,7,459.5,1192,347,-1,0
120,1.1954619,329728,29975.273,39728,3611.6365,720885,65535,11,7,482.5,1223,347,-1,0
121,1.2516732,1405358,39037.723,120336,3342.6667,2359260,65535,36,7,453.5,1260,348,-1,1
122,1.2919016,217280,15520,41856,2989.7144,917490,65535,14,7,462,1254.5,348,-1,1
123,1.0677068,672656,25871.385,95872,3687.3845,1703910,65535,26,7,455.5,1673.5,350,-1,1
124,1.0600242,156704,14245.818,34160,3105.4546,720885,65535,11,7,476,241,354,-1,1
125,1.0994268,175744,17574.4,31776,3177.6001,655350,65535,10,7,500.5,252,354,-1,1
126,1.1221214,358448,25603.428,48240,3445.7144,917490,65535,14,7,499.5,916.5,357,-1,1
127,1.1717544,285232,23769.334,40960,3413.3333,786420,65535,12,7,498,1366.5,358,-1,1
128,1.1357144,645392,29336,70416,3200.7273,1441770,65535,22,7,518.5,495,364,-1,1
129,1.0283582,625648,29792.762,67984,3237.3333,1376235,65535,21,7,516,1602,368,-1,1
130,1.1717544,273008,22750.666,38656,3221.3333,786420,65535,12,7,532,1617.5,368,-1,1
131,1.0951813,924576,29825.033,95408,3077.6775,2031585,65535,31,7,502.5,1756.5,376,-1,1
132,1.1015312,852366,38743.91,68832,3128.7273,1441770,65535,22,7,516,1760,376,-1,1
133,2.6383243,274176,7030.1538,114400,2933.3333,2555865,65535,39,7,514,1326,378,-1,1
134,1.4743584,3483423,38279.375,304160,3342.4175,5963685,65535,91,7,523,1404,382,-1,1
135,1.1123491,264128,8254,112944,3529.5,2097120,65535,32,7,531.5,1579,385,-1,1
136,1.1500395,601760,37610,48464,3029,1048560,65535,16,7,546,545.5,399,-1,1
137,2.501589,185504,5797,93984,2937,2097120,65535,32,7,557,737,408,-1,1
138,1.0753986,213216,21321.6,37472,3747.2,655350,65535,10,7,546,1508,410,-1,1
139,1.0821435,235488,21408,35872,3261.0908,720885,65535,11,7,550,2011.5,413,-1,1
140,1.0447053,527008,20269.539,79632,3062.7693,1703910,65535,26,7,576,1385.5,422,-1,1
141,1.0417859,213936,12584.471,53872,3168.9412,1114095,65535,17,7,566.5,1853.5,424,-1,1
142,1.1570218,413392,27559.467,47264,3150.9333,983025,65535,15,7,577.5,484,434,-1,1
143,1.3275234,322240,10394.839,100640,3246.4517,2031585,65535,31,7,588.5,1956.5,449,-1,1
144,0.94193254,997886.06,34409.863,98640,3401.3794,1900515,65535,29,7,593,1968.5,449,-1,1
145,1.5816862,600112,25004.666,87712,3654.6667,1572840,65535,24,7,596.5,1031.5,454,-1,1
146,1.1464601,320080,12310.77,134848,5186.4614,1703910,65535,26,7,609.5,1660.5,457,-1,1
147,1.0913453,976016,17123.088,256816,4505.5439,3735495,65535,57,7,612,947,463,-1,1
148,1.0738483,133408,8338,47072,2942,1048560,65535,16,7,618.5,662.5,472,-1,1
149,1.2383271,735838,27253.26,81376,3013.926,1769445,65535,27,7,650.5,1441.5,490,-1,1
150,1.1248085,95888,7990.6665,35376,2948,786420,65535,12,7,650.5,1448.5,490,-1,1
151,1.0686653,953871.94,34066.855,104224,3722.2856,1834980,65535,28,7,652,1112.5,495,-1,1
152,1.1319956,480768,22893.715,63760,3036.1904,1376235,65535,21,7,648,1470.5,503,-1,1
153,1.0342686,241551.98,12713.263,65552,3450.1052,1245165,65535,19,7,667.5,847.5,505,-1,1
154,1.0979196,1205076,48203.039,87728,3509.1201,1638375,65535,25,7,655,426.5,506,-1,1
155,1.2631913,200448,11791.059,52736,3102.1177,1114095,65535,17,7,667.5,76.5,515,-1,1
156,1.0759669,113728,10338.909,33232,3021.0908,720885,65535,11,7,674.5,71,515,-1,1
157,1.0660159,337728,25979.076,40816,3139.6924,851955,65535,13,7,677.5,60,515,-1,1
158,0.91423823,386848,32237.334,41104,3425.3333,786420,65535,12,7,678,1509,517,-1,1
159,1.3242538,703328,23444.268,97104,3236.8,1966050,65535,30,7,670.5,660.5,518,-1,1
160,1.0774705,1126350,34131.816,141408,4285.0908,2162655,65535,33,7,688.5,876,522,-1,1
161,0.97171626,98384,9838.4004,50528,5052.7998,655350,65535,10,7,682,1116,526,-1,1
162,0.98170016,349328,29110.666,40784,3398.6667,786420,65535,12,7,699,1146,526,-1,1
163,1.0555862,573264,26057.455,71776,3262.5454,1441770,65535,22,7,690,305,530,-1,1
164,1.8617958,479727.97,9594.5596,146864,2937.28,3276750,65535,50,7,702.5,664,536,-1,1
165,1.1669945,156528,8696,53728,2984.8889,1179630,65535,18,7,711,656,536,-1,1
166,0.98956249,737232,33510.547,74400,3381.8181,1441770,65535,22,7,702,919.5,537,-1,1
167,1.2940917,858816,23856,118048,3279.1111,2359260,65535,36,7,733.5,1804,541,-1,1
168,1.0976218,608400,25350,79104,3296,1572840,65535,24,7,719.5,1943,545,-1,1
169,0.96912627,600720,31616.842,66128,3480.4211,1245165,65535,19,7,739,1950,545,-1,1
170,1.1874212,1050704,32834.5,107776,3368,2097120,65535,32,7,704,1688,546,-1,1
171,1.1899763,218095.98,19826.908,37984,3453.0908,720885,65535,11,7,711.5,380.5,548,-1,1
172,1.0067032,334896,11960.571,160608,5736,1834980,65535,28,7,708.5,1164,549,-1,1
173,1.8404749,58288,5828.7998,29248,2924.8,655350,65535,10,7,720.5,1317.5,551,-1,1
174,1.1185505,504304,15281.939,117360,3556.3635,2162655,65535,33,7,719.5,1073,560,-1,1
175,1.1305186,495440,11796.19,211424,5033.9048,2752470,65535,42,7,728,350,563,-1,1
176,1.0491209,309232,16275.368,59616.004,3137.6843,1245165,65535,19,7,737,1496,564,-1,1
177,1.1099629,624896,20829.867,104896,3496.5334,1966050,65535,30,7,744.5,1499,564,-1,1
178,1.4589431,121184,11016.728,33056,3005.0908,720885,65535,11,7,741,1566,566,-1,1
179,1.2579009,762512,23106.424,100400,3042.4243,2162655,65535,33,7,738,372,572,-1,1
180,1.0537536,373504,37350.398,34832,3483.2,655350,65535,10,7,789,192.5,586,-1,1
181,1.159364,771696,38584.801,67744,3387.2,1310700,65535,20,7,779,1852,590,-1,1
182,0.91423823,217696,18141.334,36320,3026.6667,786420,65535,12,7,797,775,591,-1,1
183,1.0154288,539808,24536.727,80320,3650.9092,1441770,65535,22,7,760.5,635,592,-1,1
184,1.1052653,946448,31548.268,95568,3185.6001,1966050,65535,30,7,772,2024.5,597,-1,1
185,1.3895997,1968681.1,33942.777,208800,3600,3801030,65535,58,7,796.5,818.5,601,-1,1
186,1.3875499,295792,14085.333,127520,6072.3809,1376235,65535,21,7,779,1492.5,604,-1,0
187,0.94861447,306656,27877.818,32480,2952.7273,720885,65535,11,7,786,1733,608,-1,1
188,1.1509189,1813639,32386.41,194336,3470.2856,3669960,65535,56,7,791,148,609,-1,1
189,1.1490007,1151356,50058.957,78064,3394.0869,1507305,65535,23,7,793,553.5,612,-1,1
190,1.2246481,299632,27239.273,33808,3073.4546,720885,65535,11,7,790.5,1067.5,614,-1,1
191,1.680116,63888,5324,35824,2985.3333,786420,65535,12,7,795.5,1076.5,614,-1,1
192,1.1899932,3515173.2,33799.742,374672,3602.6155,6815640,65535,104,7,798,1473,616,-1,1
193,1.1009782,597184,28437.334,66192,3152,1376235,65535,21,7,805,802.5,617,-1,1
194,1.1260479,157360,7152.7271,67408,3064,1441770,65535,22,7,820.5,1877.5,619,-1,1
195,1.090397,436480,31177.143,42864,3061.7144,917490,65535,14,7,831,1877.5,619,-1,1
196,1.0753986,428832,42883.199,31024,3102.3999,655350,65535,10,7,823,1103,625,-1,1
197,1.1095445,320496,26708,37136,3094.6667,786420,65535,12,7,803,1140,628,-1,1
198,1.1916295,506880.03,18773.334,102192,3784.8889,1769445,65535,27,7,812,130,632,-1,1
199,1.3667898,249920,19224.615,40528,3117.5386,851955,65535,13,7,839.5,1473,633,-1,1
200,1.1435461,353200,35320,30912,3091.2,655350,65535,10,7,834,425.5,635,-1,1
201,1.0014978,142992,14299.2,30960,3096,655350,65535,10,7,817,1405,636,-1,1
202,1.3141566,103856,7988.9229,38752,2980.9231,851955,65535,13,7,824,875,639,-1,1
203,1.1415443,478876,47887.602,29824,2982.3999,655350,65535,10,7,842,856,639,-1,1
204,0.97508042,622063,47851,42864,3297.2307,851955,65535,13,7,832.5,808,641,-1,1
205,1.1159263,1840353,47188.539,131200,3364.1025,2555865,65535,39,7,832.5,1049.5,643,-1,1
206,1.3951088,254847.98,9438.8145,140880,5217.7778,1769445,65535,27,7,855,269.5,650,-1,1
207,1.130388,487248,21184.695,72352,3145.739,1507305,65535,23,7,841,902,651,-1,1
208,1.3167265,343680,19093.334,54080,3004.4443,1179630,65535,18,7,829.5,1957.5,652,-1,1
209,1.0631559,772448,17963.906,175856,4089.6743,2818005,65535,43,7,859.5,1941.5,652,-1,1
210,1.1298545,1242272,25352.49,165792,3383.5103,3211215,65535,49,7,842.5,241,656,-1,1
211,1.0817299,427664,22508.631,61200,3221.0527,1245165,65535,19,7,845,2035.5,657,-1,1
212,1.0710967,502704,41892,42256,3521.3333,786420,65535,12,7,850,403.5,666,-1,1
213,1.0251764,432992,16036.741,86816,3215.4075,1769445,65535,27,7,860.5,2023,671,-1,0
214,1.0253524,283328,25757.092,34768,3160.7273,720885,65535,11,7,853.5,1880.5,675,-1,1
215,1.4165973,1261296,29332.465,148672,3457.4883,2818005,65535,43,7,886.5,1874.5,675,-1,1
216,0.97573228,587568,14689.2,218944,5473.6001,2621400,65535,40,7,867.5,305.5,681,-1,1
217,1.1060094,518223,51822.301,36272,3627.2,655350,65535,10,7,891,1573,682,-1,1
218,1.6917281,1250159.9,8562.7393,435056,2979.8357,9568110,65535,146,7,884.5,249,683,-1,1
219,0.99720614,349824,24987.428,48032,3430.8572,917490,65535,14,7,899.5,887.5,693,-1,0
220,1.1406445,247664,13034.947,58896,3099.7896,1245165,65535,19,7,906,865,696,-1,1
221,1.0984653,688127,40478.059,56288,3311.0588,1114095,65535,17,7,927,334,697,-1,0
222,1.4080928,168736,14061.333,34368,2864,786420,65535,12,7,896,289.5,699,-1,1
223,1.2148445,1903053,41370.719,166480,3619.1304,3014610,65535,46,7,910.5,1797.5,701,-1,1
224,1.0825056,622432,12448.64,154416,3088.3201,3276750,65535,50,7,921,463.5,710,-1,1
225,1.0272386,798263,57018.785,43424,3101.7144,917490,65535,14,7,914,306.5,714,-1,1
226,1.1684781,346560,18240,61136.004,3217.6843,1245165,65535,19,7,922.5,1697,718,-1,1
227,1.0587646,856640,25958.787,109808,3327.5151,2162655,65535,33,7,927,1705.5,718,-1,1
228,0.943187,733976,56459.691,41632,3202.4614,851955,65535,13,7,937,584,719,-1,1
229,1.505538,390816,19540.801,63888,3194.3999,1310700,65535,20,7,948,1722,728,-1,0
230,1.0291071,242400,16160,71376,4758.3999,983025,65535,15,7,975.5,177,737,-1,1
231,1.3779066,795840,41886.316,58224,3064.4211,1245165,65535,19,7,960.5,1696,741,-1,1
232,1.0718537,402656,33554.668,38208,3184,786420,65535,12,7,971.5,1686.5,741,-1,1
233,0.80620948,158144,14376.728,34336,3121.4546,720885,65535,11,7,969.5,1836.5,742,-1,1
234,1.4227023,269232,19230.857,42112,3008,917490,65535,14,7,960.5,962.5,744,-1,1
235,1.1060094,335776,33577.602,33792,3379.2,655350,65535,10,7,972,407.5,748,-1,1
236,1.3474426,842480,16849.6,165536,3310.72,3276750,65535,50,7,965.5,863,752,-1,1
237,1.094619,176656,13588.923,43456,3342.7693,851955,65535,13,7,982.5,1245,760,-1,1
238,1.3567318,434368,14011.871,99840,3220.6453,2031585,65535,31,7,1001,357.5,769,-1,1
239,1.0753986,107952,10795.2,33120,3312,655350,65535,10,7,1012,634,776,-1,1
240,1.6302702,191856,10097.685,55792,2936.4211,1245165,65535,19,7,1030,1337,779,-1,1
241,1.1662856,129952.01,9282.2861,41168,2940.5715,917490,65535,14,7,1042.5,1336,779,-1,1
242,1.7954105,863520,29776.551,106032,3656.2759,1900515,65535,29,7,1033,1249.5,780,-1,1
243,1.3014261,182416,12161.066,44896,2993.0667,983025,65535,15,7,1032,937.5,781,-1,1
244,1.0545386,509904,23177.455,77952,3543.2727,1441770,65535,22,7,1038.5,101,788,-1,1
245,1.0771057,492432,41036,36272,3022.6667,786420,65535,12,7,1080.5,1948,790,-1,0
246,1.014289,434480,12778.823,150592,4429.1763,2228190,65535,34,7,1051,1530,791,-1,1
247,1.6128301,968240.06,21516.445,136944,3043.2,2949075,65535,45,7,1055,1373,795,-1,1
248,1.1718488,408896,14603.429,87808,3136,1834980,65535,28,7,1075.5,938,799,-1,1
249,1.1060094,252608,25260.801,30064,3006.3999,655350,65535,10,7,1067,1361,802,-1,1
250,1.378972,181008,13923.692,39648,3049.8462,851955,65535,13,7,1058,1998.5,803,-1,0
251,1.2127865,529840,44153.332,36864,3072,786420,65535,12,7,1069,1253.5,804,-1,1
252,1.1598838,722784,27799.385,74192,2853.5386,1703910,65535,26,7,1072,891.5,806,-1,1
253,1.1875344,1340688,31921.143,141728,3374.4761,2752470,65535,42,7,1072.5,415,809,-1,1
254,1.0753986,169104,16910.4,32288,3228.8,655350,65535,10,7,1076,402,809,-1,1
255,1.2493643,170944,11396.267,46640,3109.3333,983025,65535,15,7,1090,1615.5,815,-1,1
256,1.1954619,181536,16503.273,33296,3026.9092,720885,65535,11,7,1093,933.5,817,-1,1
257,1.0534236,709439,47295.934,51712,3447.4666,983025,65535,15,7,1088,1419.5,819,-1,1
258,1.6902901,251280,25128,31680,3168,655350,65535,10,7,1109,853.5,824,-1,1
259,1.1221214,243808,17414.857,44048,3146.2856,917490,65535,14,7,1125.5,1306.5,825,-1,1
260,1.0842301,199664,7986.5601,97712,3908.48,1638375,65535,25,7,1117,1218,830,-1,1
261,1.2768104,2220558,32182,269664,3908.1738,4521915,65535,69,7,1130.5,1221,830,-1,1
262,1.1257193,239488,14087.529,54928,3231.0588,1114095,65535,17,7,1122,1756.5,837,-1,1
263,1.1512697,165696,12745.846,40736,3133.5386,851955,65535,13,7,1116,1463,841,-1,1
264,1.053748,282016,25637.818,34064,3096.7273,720885,65535,11,7,1129.5,1136.5,842,-1,1
265,1.1545465,109088,7792,41264,2947.4285,917490,65535,14,7,1131.5,834,843,-1,1
266,1.0148959,289440,24120,35328,2944,786420,65535,12,7,1141,128.5,848,-1,1
267,1.1395467,992106,43135.043,75040,3262.6086,1507305,65535,23,7,1146,675.5,855,-1,1
268,1.2955984,433568,19707.637,76784,3490.1819,1441770,65535,22,7,1149,1481.5,857,-1,1
269,1.0014978,418592,41859.199,32688,3268.8,655350,65535,10,7,1173,1464.5,857,-1,1
270,1.1856636,329328,32932.801,37344,3734.3999,655350,65535,10,7,1152.5,1262,858,-1,1
271,1.1094842,1162972,38765.734,112992,3766.3999,1966050,65535,30,7,1164.5,531,863,-1,1
272,1.1054102,1194466,54293.91,92800,4218.1816,1441770,65535,22,7,1154.5,1260,867,-1,1
273,1.0596637,450304,32164.572,46032,3288,917490,65535,14,7,1181,1629.5,877,-1,1
274,1.0418377,535104,23265.391,81888,3560.3479,1507305,65535,23,7,1177,1054,879,-1,1
275,1.0496068,348704,19372.445,71344,3963.5557,1179630,65535,18,7,1186.5,1060,879,-1,1
276,0.99498678,254592.02,8212.6455,135840,4381.9355,2031585,65535,31,7,1179,624,881,-1,1
277,1.0763049,248976,6729.0811,152335.98,4117.189,2424795,65535,37,7,1214.5,679,884,-1,1
278,1.1273369,2359609,40682.914,214960,3706.2068,3801030,65535,58,7,1189,1720.5,885,-1,1
279,1.2607453,1835132,31640.207,198368,3420.1379,3801030,65535,58,7,1192.5,1730,885,-1,1
280,1.4012012,552656,9695.7197,172976,3034.6667,3735495,65535,57,7,1190.5,1380.5,886,-1,1
281,1.2657414,354288,29524,37760,3146.6667,786420,65535,12,7,1214,1146,890,-1,1
282,1.3652523,578976,16082.667,107392,2983.1111,2359260,65535,36,7,1199,342,892,-1,1
283,1.0620218,791197.06,34399.871,73568,3198.6086,1507305,65535,23,7,1208,792,898,-1,1
284,1.2900851,417984,27865.6,60832,4055.4666,983025,65535,15,7,1203,1805,902,-1,1
