Object ID,Circularity Factor ,Total Intensity GFP,Mean Intensity GFP,Total Intensity mCherry,Mean Intensity mCherry,Total Intensity Brightfield,Mean Intensity Brightfield,Area ,Well ,Center Y ,Center X ,Parent Object ID (MO),Parent Trace ID,MO.R01
1309,1.1323032,631775,37163.234,56160,3303.5293,1114095,65535,17,25,527,617.5,3127,-1,1
1310,1.1352751,428272,18620.521,75696,3291.1304,1507305,65535,23,25,524,143,3130,-1,1
1311,1.1146053,577824,13757.714,145936,3474.6667,2752470,65535,42,25,533,125.5,3130,-1,1
1312,1.1684781,527520,27764.211,62992,3315.3684,1245165,65535,19,25,536,139.5,3130,-1,1
1313,1.2613289,306880,19180,49616,3101,1048560,65535,16,25,544,148,3130,-1,1
1314,1.2923929,582048,24252,92192,3841.3333,1572840,65535,24,25,553,136.5,3130,-1,1
1315,1.7116871,906544,7430.6885,366688,3005.6394,7995270,65535,122,25,527.5,425.5,3132,-1,1
1316,1.3607486,1237680,6838.0112,572144,3161.0166,11861835,65535,181,25,536.5,414,3132,-1,1
1317,1.0014978,224080,22408,30816,3081.6001,655350,65535,10,25,543,438,3132,-1,1
1318,1.1042071,1038992,33515.871,107120,3455.4839,2031585,65535,31,25,554.5,425,3132,-1,1
1319,1.267344,2042557,35216.5,196960,3395.8621,3801030,65535,58,25,536.5,273,3133,-1,1
1320,1.2491811,291872,16215.111,56976,3165.3333,1179630,65535,18,25,525.5,1102,3134,-1,1
1321,1.118724,622875,56625,40928,3720.7273,711592,64690.184,11,25,555.5,1089.5,3134,-1,1
1322,1.5649513,93888,7824,35056,2921.3333,786420,65535,12,25,533.5,969.5,3135,-1,1
1323,1.0148959,642604,53550.332,38368,3197.3333,786420,65535,12,25,535,1172.5,3137,-1,1
1324,1.2737196,1548107,31594.02,222687.98,4544.6528,3211215,65535,49,25,549.5,1160.5,3137,-1,1
1325,1.0609699,252416,19416.615,40256,3096.6155,851955,65535,13,25,539,1652.5,3139,-1,1
1326,1.015871,1653942,33753.918,215968,4407.5103,3211215,65535,49,25,547.5,1626.5,3139,-1,1
1327,1.0362936,996479,32144.484,147056,4743.7417,2031585,65535,31,25,557.5,1647.5,3139,-1,1
1328,1.1982303,2190688,28450.494,284896,3699.948,5046195,65535,77,25,530.5,57.5,3140,-1,1
1329,1.4550387,86544,7212,35392,2949.3333,786420,65535,12,25,541,1856.5,3142,-1,1
1330,1.5535161,1384473,26624.48,185952,3576,3407820,65535,52,25,562.5,675,3143,-1,1
1331,1.0609699,168016,12924.308,40848,3142.1538,851955,65535,13,25,569,667.5,3143,-1,1
1332,1.2409691,5845577,28376.588,904512,4390.835,13500210,65535,206,25,544.5,1487,3145,-1,1
1333,1.3826063,134880,7098.9473,55680,2930.5264,1245165,65535,19,25,561,1602,3146,-1,1
1334,1.0168295,984653,37871.27,104816,4031.3845,1703910,65535,26,25,570,1582,3146,-1,1
1335,1.2518457,1526562,44898.883,182032,5353.8823,2228190,65535,34,25,537,481,3147,-1,1
1336,1.2679709,662288,9461.2568,229360,3276.5715,4587450,65535,70,25,554.5,472,3147,-1,1
1337,1.0088869,451213,37601.082,49232,4102.6665,786420,65535,12,25,545.5,927.5,3151,-1,1
1338,1.2399732,333168,27764,43488,3624,786420,65535,12,25,550.5,962,3151,-1,1
1339,0.97171626,428992,42899.199,39152,3915.2,655350,65535,10,25,570,954,3151,-1,1
1340,0.93283981,542384,31904.941,71648,4214.5884,1114095,65535,17,25,540,1422,3152,-1,1
1341,1.2067775,160800,6700,69952,2914.6667,1572840,65535,24,25,548,1436.5,3152,-1,1
1342,1.0390441,381936,20101.895,68128,3585.6843,1245165,65535,19,25,554.5,1410.5,3152,-1,1
1343,1.1498049,725856,25029.518,92032,3173.5173,1900515,65535,29,25,569,1436.5,3152,-1,1
1344,1.1856636,216096,21609.6,39328,3932.8,655350,65535,10,25,544.5,1717,3153,-1,1
1345,1.2700162,616720,23720,85600,3292.3076,1703910,65535,26,25,551.5,198,3155,-1,1
1346,1.5358785,85376,6098.2856,39472,2819.4285,917490,65535,14,25,551,182.5,3155,-1,1
1347,2.1268836,186912,8496,64752,2943.2727,1441770,65535,22,25,558.5,173.5,3155,-1,1
1348,1.0241707,1075901,37100.035,110320,3804.1379,1900515,65535,29,25,550,1873,3156,-1,1
1349,1.0686444,712351,44521.937,48320,3020,1048560,65535,16,25,559,1893.5,3156,-1,1
1350,1.2088622,2246416,15709.203,496031.97,3468.7551,9371505,65535,143,25,554.5,1780,3158,-1,1
1351,0.92101441,185072,18507.199,31296,3129.6001,655350,65535,10,25,553,1795.5,3158,-1,1
1352,1.257905,90672,7556,35008,2917.3333,786420,65535,12,25,549.5,542.5,3160,-1,1
1353,1.5881616,46960,4696,28896,2889.6001,655350,65535,10,25,558.5,539,3160,-1,1
1354,1.9331174,73312,4887.4668,45296,3019.7334,983025,65535,15,25,559,549,3160,-1,1
1355,1.1735734,340080,20004.705,55744,3279.0588,1114095,65535,17,25,565.5,559.5,3160,-1,1
1356,1.1072703,657712,17776,115728,3127.7837,2424795,65535,37,25,574,622.5,3161,-1,1
1357,1.3163008,647952,19057.412,114320,3362.353,2228190,65535,34,25,579.5,601,3161,-1,1
1358,0.96513371,184576,18457.6,33280,3328,655350,65535,10,25,550,766,3164,-1,1
1359,0.95041714,303360,20224,47248,3149.8667,983025,65535,15,25,559.5,783.5,3164,-1,1
1360,1.6048859,118288,6571.5557,53968,2998.2222,1179630,65535,18,25,552,1292,3165,-1,1
1361,1.2251116,705184,22037,132736,4148,2097120,65535,32,25,552,1280,3165,-1,1
1362,1.4880384,172992,9610.667,54448,3024.8889,1179630,65535,18,25,574,1291.5,3165,-1,1
1363,1.2067775,775344,32306,85904,3579.3333,1572840,65535,24,25,586.5,990.5,3168,-1,1
1364,1.7423711,79072,7188.3638,32208,2928,720885,65535,11,25,566,43.5,3169,-1,1
1365,1.1840828,1043920,24277.209,134432,3126.3257,2818005,65535,43,25,584,1962.5,3170,-1,1
1366,1.5856879,435296,16122.074,83968,3109.926,1769445,65535,27,25,583.5,1463.5,3171,-1,1
1367,1.2303507,1891071.9,19296.652,375808,3834.7754,6422430,65535,98,25,567,506.5,3172,-1,0
1368,1.0873161,1896843,39517.562,182464,3801.3333,3145680,65535,48,25,575,1840.5,3173,-1,1
1369,1.5204059,1644207,19118.686,283456,3296,5636010,65535,86,25,582,118.5,3174,-1,1
1370,1.3655715,69792,6344.7271,32976,2997.8181,720885,65535,11,25,568.5,443.5,3179,-1,1
1371,1.4669972,1396825,32484.303,151072,3513.3022,2818005,65535,43,25,582,442,3179,-1,1
1372,2.3865273,1780238,11789.655,483216,3200.106,9895785,65535,151,25,575,266,3181,-1,1
1373,1.0246968,202960,20296,35696,3569.6001,655350,65535,10,25,570,245,3181,-1,1
1374,0.99022765,495888,19835.52,87360,3494.3999,1638375,65535,25,25,596,238.5,3181,-1,1
1375,1.0408768,1178591,31853.811,136176,3680.4324,2424795,65535,37,25,584,908.5,3186,-1,1
1376,1.0712112,603184,35481.41,59392,3493.647,1114095,65535,17,25,590,926.5,3186,-1,1
1377,1.3780756,667357,27806.541,100832,4201.3335,1572840,65535,24,25,573.5,1030,3187,-1,1
1378,1.2538111,114208,11420.8,29856,2985.6001,655350,65535,10,25,593.5,1032,3187,-1,1
1379,1.5054373,530848,7693.4492,210192.02,3046.261,4521915,65535,69,25,582.5,790.5,3189,-1,1
1380,1.5515793,1703694,24338.486,225776,3225.3713,4587450,65535,70,25,583.5,969,3190,-1,1
1381,1.8448976,1051296,12083.862,259712,2985.1953,5701545,65535,87,25,600.5,874.5,3191,-1,1
1382,1.2252675,1380864,22272,190912,3079.2258,4063170,65535,62,25,611,880,3191,-1,1
1383,1.042299,1090730,38954.645,133152,4755.4287,1834980,65535,28,25,612,865,3191,-1,1
1384,1.9632203,1118752,7715.5312,446416,3078.731,9502575,65535,145,25,595.5,1599,3193,-1,1
1385,1.007312,431280,25369.412,64480,3792.9412,1114095,65535,17,25,612,1597,3193,-1,1
1386,1.0583081,594592,18017.939,111328,3373.5757,2162655,65535,33,25,585.5,1106,3194,-1,0
1387,2.0534824,248848,8027.355,90832,2930.0645,2031585,65535,31,25,603.5,484,3196,-1,1
1388,1.0326863,2703561,47430.895,346656,6081.6841,3735495,65535,57,25,603,1352.5,3198,-1,1
1389,1.3827184,735376,9550.3379,225872,2933.4026,5046195,65535,77,25,594.5,1762.5,3199,-1,1
1390,1.651101,553936,8655.25,187200,2925,4194240,65535,64,25,602.5,1776,3199,-1,1
1391,1.1906958,135040,8440,46576,2911,1048560,65535,16,25,612,1772,3199,-1,1
1392,1.0696453,229776,22977.6,30384,3038.3999,655350,65535,10,25,590.5,30,3201,-1,1
1393,1.2008274,891546,52443.883,58512,3441.8823,1114095,65535,17,25,595.5,49,3201,-1,1
1394,1.0675163,996890,55382.777,69552,3864,1179630,65535,18,25,612.5,52.5,3201,-1,1
1395,1.3565707,1179552,9996.2031,372832,3159.5933,7733130,65535,118,25,595,826,3202,-1,1
1396,1.1492872,568800,6853.0122,252240,3039.0361,5439405,65535,83,25,603.5,823.5,3202,-1,1
1397,1.4686028,1623408,11273.667,444512,3086.8889,9437040,65535,144,25,616.5,829,3202,-1,1
1398,1.0683353,1213612,33711.445,153024,4250.6665,2359260,65535,36,25,614.5,813,3202,-1,1
1399,1.1454147,372816,20712,59136,3285.3333,1179630,65535,18,25,598,1861.5,3203,-1,1
1400,1.0285672,511104,28394.666,57680,3204.4443,1179630,65535,18,25,603.5,1888.5,3203,-1,1
1401,1.0426743,528751,35250.066,57552,3836.8,983025,65535,15,25,617,1886,3203,-1,1
1402,1.2121502,1618368,10441.084,518512,3345.2388,10157925,65535,155,25,603,741.5,3204,-1,1
1403,1.3133741,183216,18321.6,33456,3345.6001,655350,65535,10,25,597,1327.5,3205,-1,1
1404,1.3096828,754112,17537.488,130832,3042.6047,2818005,65535,43,25,605,1309.5,3205,-1,1
1405,1.0649328,1760576,22864.623,276432,3590.0259,5046195,65535,77,25,595,330.5,3206,-1,1
1406,1.4227751,1634112,14087.173,368000,3172.4138,7602060,65535,116,25,606.5,332,3206,-1,1
1407,1.0545386,443680,40334.547,40096,3645.0908,720885,65535,11,25,608,1215.5,3207,-1,1
1408,1.3965239,1303344,11848.582,367168,3337.8909,7208850,65535,110,25,605.5,524,3209,-1,1
1409,1.4174081,201184,13412.267,48304,3220.2666,983025,65535,15,25,595,1996,3211,-1,1
1410,1.4665889,612560,25523.334,74256,3094,1572840,65535,24,25,605.5,1989,3211,-1,1
1411,1.5138616,234064.02,9002.4619,77472,2979.6924,1703910,65535,26,25,604.5,1705.5,3214,-1,1
1412,1.2489984,642240,8340.7793,230944,2999.2727,5046195,65535,77,25,617,1711,3214,-1,1
1413,1.2527125,396432,8434.7236,139296,2963.7446,3080145,65535,47,25,619.5,1702,3214,-1,1
1414,1.5144492,1614624,12049.433,418192,3120.8359,8781690,65535,134,25,626.5,1719,3214,-1,1
1415,0.95489069,469184,42653.09,34096,3099.6365,720885,65535,11,25,604,656,3216,-1,1
1416,1.6163842,478832,28166.588,56096,3299.7646,1114095,65535,17,25,619.5,630.5,3216,-1,1
1417,1.1095445,260896,21741.334,38432,3202.6667,786420,65535,12,25,620.5,653,3216,-1,1
1418,1.344818,1676048,9523,540608,3071.6365,11534160,65535,176,25,621,767,3219,-1,1
1419,1.7038844,1071584,10505.726,308688,3026.353,6684570,65535,102,25,621.5,1628.5,3222,-1,1
1420,1.5784004,1879776,6761.7842,861872,3100.259,18218730,65535,278,25,623.5,1060.5,3223,-1,0
1421,1.3322702,1105040,6949.937,511056,3214.1887,10420065,65535,159,25,632,1042,3223,-1,0
1422,1.025177,967200,30225,117136,3660.5,2097120,65535,32,25,646.5,1044,3223,-1,0
1423,1.4115798,130896,7699.7646,53872,3168.9412,1114095,65535,17,25,627.5,1531,3225,-1,1
1424,1.3786204,1455280,16537.273,292480,3323.6365,5767080,65535,88,25,617,114,3226,-1,1
1425,1.2013009,1087854,40290.891,94448,3498.074,1769445,65535,27,25,631,1787.5,3229,-1,1
1426,1.6310547,293760,6676.3638,131360,2985.4546,2883540,65535,44,25,626.5,418.5,3230,-1,1
1427,1.4225999,78880,6573.3335,35232,2936,786420,65535,12,25,638.5,422,3230,-1,1
1428,1.4974894,144544,12045.333,35376,2948,786420,65535,12,25,624.5,1670.5,3231,-1,1
1429,1.0295975,1609619,47341.734,140368,4128.4707,2228190,65535,34,25,626.5,1651.5,3231,-1,1
1430,1.1479921,532224,19008,87408,3121.7144,1834980,65535,28,25,625.5,791,3236,-1,1
1431,1.1700826,247007.98,16467.199,48768,3251.2,983025,65535,15,25,621,300,3237,-1,1
1432,1.8293698,2164304,14824,448144,3069.4795,9568110,65535,146,25,644,1487.5,3239,-1,0
1433,1.5421837,449232,21392,62080,2956.1904,1376235,65535,21,25,638.5,968.5,3240,-1,1
1434,1.1289979,271776,19412.572,53744,3838.8572,917490,65535,14,25,624.5,570.5,3244,-1,1
1435,1.0753986,228896,22889.6,30720,3072,655350,65535,10,25,639,566,3244,-1,1
1436,1.4858137,473088,10065.702,141952,3020.2554,3080145,65535,47,25,639.5,1300.5,3245,-1,1
1437,1.1626831,1183278,38170.258,94352,3043.6128,2031585,65535,31,25,658,50.5,3246,-1,1
1438,1.3044322,762384,6148.2583,368448,2971.3547,8126340,65535,124,25,643,1884.5,3247,-1,1
1439,1.111912,770670,42815,75520,4195.5557,1179630,65535,18,25,655,1864,3247,-1,1
1440,1.0979196,580992,23239.68,78592,3143.6799,1638375,65535,25,25,645,1691.5,3250,-1,1
1441,1.991344,835088,17397.666,143968,2999.3333,3145680,65535,48,25,656,757,3251,-1,1
1442,1.0675667,732960,25274.482,103424,3566.3447,1900515,65535,29,25,650,644.5,3252,-1,1
1443,1.1422641,2509872,42540.203,253503.98,4296.6777,3866565,65535,59,25,661.5,646,3252,-1,1
1444,1.5066294,272928,10917.12,73440,2937.6001,1638375,65535,25,25,659.5,1011,3253,-1,1
1445,1.1141669,653440,19218.824,105744,3110.1177,2228190,65535,34,25,646.5,1084.5,3254,-1,1
1446,1.4605717,1208272,10153.546,368576,3097.2773,7798665,65535,119,25,659.5,1999,3255,-1,1
1447,1.0632324,1923696,33167.172,246848,4256,3801030,65535,58,25,663.5,1146.5,3256,-1,1
1448,1.7868968,1188320,17736.119,226880,3386.2686,4390845,65535,67,25,664.5,716,3257,-1,1
1449,1.0614253,517872.03,19180.445,94848,3512.8889,1769445,65535,27,25,667.5,1132,3259,-1,1
1450,1.1454964,588637,45279.77,47840,3680,851955,65535,13,25,650,609.5,3260,-1,1
1451,1.3512284,1377613,25047.51,228847.98,4160.8726,3604425,65535,55,25,672,602.5,3260,-1,1
1452,1.393556,1299373.9,34194.051,132512,3487.158,2490330,65535,38,25,680,623,3260,-1,1
1453,1.4510222,163520,9618.8232,49792,2928.9412,1114095,65535,17,25,663.5,285.5,3261,-1,1
1454,1.3907136,1501024,7047.061,653264,3066.967,13958955,65535,213,25,672.5,299.5,3261,-1,1
1455,1.4476834,3847280,9010.0234,1406128,3293.0398,27983444,65535,427,25,669,571,3262,-1,1
1456,1.2187904,687344,7722.9663,267904,3010.1572,5832615,65535,89,25,660,579.5,3262,-1,1
1457,1.5249553,243424,6761.7778,106496,2958.2222,2359260,65535,36,25,678.5,559,3262,-1,1
1458,1.2602759,942480,30402.58,101440,3272.2581,2031585,65535,31,25,690,576.5,3262,-1,1
1459,1.224132,996224,27672.889,121824,3384,2359260,65535,36,25,671,1336,3263,-1,1
1460,1.5233169,271632,8231.2725,100240,3037.5757,2162655,65535,33,25,655.5,1365.5,3264,-1,1
1461,1.1227853,700192,20593.883,121984,3587.7646,2228190,65535,34,25,668.5,1363,3264,-1,1
1462,1.1388618,2279473,41444.965,227536,4137.0181,3604425,65535,55,25,657.5,1544,3266,-1,1
1463,1.2032739,1184379,24171,168352,3435.7551,3211215,65535,49,25,665.5,1555,3266,-1,1
1464,0.99839401,1147216,26679.441,152000,3534.8838,2818005,65535,43,25,675.5,1578,3267,-1,1
1465,1.3542645,126784,7457.8823,50848,2991.0588,1114095,65535,17,25,656.5,1284,3268,-1,1
1466,1.6976057,76112,6919.2729,32224,2929.4546,720885,65535,11,25,660,1281,3268,-1,1
1467,1.0316286,306240,27840,34096,3099.6365,720885,65535,11,25,670,233.5,3269,-1,1
1468,1.0840722,428160,28544,48640,3242.6667,983025,65535,15,25,673.5,334.5,3271,-1,1
1469,1.4907854,283696,6304.3555,132048,2934.3999,2949075,65535,45,25,686.5,1961.5,3276,-1,1
1470,1.3903893,445392,8907.8398,154480,3089.6001,3276750,65535,50,25,672.5,1219,3277,-1,1
1471,1.4597032,1949931.1,36791.152,177760,3353.9622,3473355,65535,53,25,666.5,1884.5,3279,-1,1
1472,1.5566142,1738576,16097.926,345232,3196.5925,7077780,65535,108,25,679.5,1879,3279,-1,1
1473,1.4544266,110960,7925.7144,40528,2894.8572,917490,65535,14,25,674.5,962,3281,-1,1
1474,1.0742535,791568,24736.5,121824,3807,2097120,65535,32,25,673.5,1077.5,3283,-1,1
1475,1.4380852,756112,7133.1318,326864,3083.6226,6946710,65535,106,25,681.5,1407.5,3285,-1,0
1476,1.3623557,838000,7162.3931,360304,3079.5215,7667595,65535,117,25,687.5,1420,3285,-1,0
1477,1.2058986,383456,6971.9272,163088,2965.2363,3604425,65535,55,25,686,1429,3285,-1,0
1478,1.2023322,354096,22131,54720,3420,1048560,65535,16,25,682.5,857,3289,-1,1
1479,1.3201148,326880,27240,34672,2889.3333,786420,65535,12,25,694,1760.5,3292,-1,0
1480,1.2081378,611535,30576.75,93712,4685.6001,1310700,65535,20,25,710.5,811,3293,-1,1
1481,1.0355075,445712,20259.637,79056,3593.4546,1441770,65535,22,25,687.5,2009,3294,-1,1
1482,1.1551446,479136,28184.471,59744,3514.353,1114095,65535,17,25,687.5,2040,3294,-1,1
1483,1.2230221,173152,8245.333,63232,3011.0476,1376235,65535,21,25,683,1175,3295,-1,1
1484,1.048049,2771486,46191.434,238224,3970.3999,3932100,65535,60,25,700,534.5,3297,-1,1
1485,1.3199417,4011792,21803.217,663968,3608.5217,12058440,65535,184,25,688.5,937.5,3298,-1,1
1486,1.8575101,204864,9755.4287,61072,2908.1904,1376235,65535,21,25,698.5,45,3301,-1,1
1487,1.135869,730064,38424.422,61392,3231.158,1245165,65535,19,25,717.5,25,3301,-1,1
1488,1.9035795,218416,9496.3477,69504,3021.9131,1507305,65535,23,25,722,47,3301,-1,1
1489,1.39796,726784,11722.322,190304,3069.4194,4063170,65535,62,25,693,700,3303,-1,1
1490,1.0223761,303584,21684.572,44208,3157.7144,917490,65535,14,25,703,696.5,3303,-1,1
1491,1.1197298,562960,37530.668,46192,3079.4666,983025,65535,15,25,687.5,251.5,3304,-1,1
1492,1.2220769,503216,27956.445,60464,3359.1111,1179630,65535,18,25,687.5,258.5,3304,-1,1
1493,1.0542841,815344,23295.543,127440,3641.1428,2293725,65535,35,25,701,614.5,3308,-1,1
1494,1.1200703,1755177,40818.07,165504,3848.9302,2818005,65535,43,25,710.5,610,3308,-1,1
1495,1.6153414,555392,18513.066,95488,3182.9333,1966050,65535,30,25,717.5,746.5,3311,-1,1
1496,1.9759117,913136,21235.721,141296,3285.9534,2818005,65535,43,25,705.5,1807,3313,-1,1
1497,1.866389,498352,20764.666,69152,2881.3333,1572840,65535,24,25,714.5,1804,3313,-1,1
1498,1.4307704,878240.06,5816.1592,447888,2966.1458,9895785,65535,151,25,706,336.5,3315,-1,1
1499,1.6392857,374256,5757.7847,193936,2983.6309,4259775,65535,65,25,720,340,3315,-1,1
1500,1.0568934,1733593,29382.932,248863.98,4218.0337,3866565,65535,59,25,717,914,3316,-1,1
1501,1.0294305,657248,31297.523,81056,3859.8096,1376235,65535,21,25,714.5,931.5,3316,-1,1
1502,2.9118878,247408,5890.6665,122848,2924.9524,2752470,65535,42,25,714.5,1440.5,3317,-1,1
1503,1.007312,206160,12127.059,57440,3378.8235,1114095,65535,17,25,719,1427.5,3317,-1,1
1504,1.6398797,850815,30386.25,92144,3290.8572,1834980,65535,28,25,705,1382.5,3318,-1,1
1505,1.1067043,873101.94,34924.078,100656,4026.24,1638375,65535,25,25,710,436,3321,-1,1
1506,1.802363,453968,5895.6885,225424,2927.5845,5046195,65535,77,25,722,447.5,3321,-1,1
1507,1.0563615,946409,41148.219,79760,3467.8262,1507305,65535,23,25,730.5,439,3321,-1,1
1508,0.96047914,536176,26808.801,74208,3710.3999,1310700,65535,20,25,709.5,1156,3322,-1,1
1509,1.091741,2329255,33275.07,259840,3712,4587450,65535,70,25,716.5,191,3325,-1,1
1510,1.2869191,83088,6924,35936,2994.6667,786420,65535,12,25,716.5,1348,3329,-1,0
1511,1.0625772,719520,21803.637,134624,4079.5151,2162655,65535,33,25,717.5,1285.5,3330,-1,1
1512,1.1890892,582752,16187.556,112512,3125.3333,2359260,65535,36,25,736.5,1265,3330,-1,1
1513,1.0846068,1657712,26737.291,223488,3604.6453,4063170,65535,62,25,726,979.5,3331,-1,1
1514,1.0022162,94240,7853.3335,35040,2920,786420,65535,12,25,719.5,1571,3333,-1,1
1515,0.97984138,1247724,44561.57,97600,3485.7144,1834980,65535,28,25,717.5,1182,3334,-1,1
1516,1.490443,862576,28752.533,90800,3026.6667,1966050,65535,30,25,723.5,1174,3334,-1,1
1517,1.0221687,576816,32045.334,62336,3463.1111,1179630,65535,18,25,719,1764.5,3335,-1,1
1518,1.1680555,448880,21375.238,67024,3191.6191,1376235,65535,21,25,732,1996.5,3337,-1,1
1519,1.1598763,2208230,39432.68,197296,3523.1428,3669960,65535,56,25,732,624.5,3340,-1,1
1520,1.1078322,1894769,39474.355,213152,4440.6665,3145680,65535,48,25,745.5,1669.5,3341,-1,1
1521,1.0914145,1653232,31792.924,179088,3444,3407820,65535,52,25,724.5,539,3342,-1,1
1522,1.9660795,757504,6824.3604,326960,2945.5857,7274385,65535,111,25,729,805.5,3343,-1,1
1523,1.3189383,623440,13553.044,142016,3087.3044,3014610,65535,46,25,739.5,794,3343,-1,1
1524,1.0978729,251552,25155.199,31168,3116.8,655350,65535,10,25,747,848.5,3345,-1,1
1525,1.1652379,1500174,30003.48,206976,4139.52,3276750,65535,50,25,723.5,1303.5,3346,-1,1
1526,2.0007622,613136,14258.977,133568,3106.2327,2818005,65535,43,25,725,645.5,3348,-1,1
1527,1.1764868,2206441,40117.109,215488,3917.9636,3604425,65535,55,25,734,1859.5,3349,-1,1
1528,1.0206808,1376892,34422.301,188992,4724.7998,2621400,65535,40,25,735.5,1845,3349,-1,1
1529,1.9180612,668448,26737.92,76368,3054.72,1638375,65535,25,25,737,491.5,3353,-1,1
1530,1.1390527,1009168.1,18348.51,173344,3151.709,3604425,65535,55,25,751,484,3353,-1,1
1531,2.2221257,153584,8532.4443,53088,2949.3333,1179630,65535,18,25,751,471,3353,-1,1
1532,1.0168295,411408,15823.385,93664,3602.4614,1703910,65535,26,25,756,468,3353,-1,1
1533,1.2017382,296640,26967.273,39600,3600,720885,65535,11,25,734,395,3354,-1,1
1534,0.94504251,412992,27532.801,49616,3307.7334,983025,65535,15,25,747,375.5,3354,-1,1
1535,1.1258116,744336,31014,80528,3355.3333,1572840,65535,24,25,731,1053,3355,-1,1
1536,1.0683353,1161496,32263.777,152160,4226.6665,2359260,65535,36,25,742,1053,3355,-1,1
1537,1.0989655,1260665,36019,150656,4304.457,2293725,65535,35,25,731.5,1435.5,3357,-1,1
1538,1.525744,1228944,15172.148,268944,3320.2964,5308335,65535,81,25,738.5,199.5,3358,-1,1
1539,1.1468723,306496,16131.368,62272,3277.4736,1245165,65535,19,25,735.5,768.5,3359,-1,1
1540,1.1697539,1497200,19194.871,258416,3313.0256,5111730,65535,78,25,754,766,3359,-1,1
1541,1.044367,618368,29446.096,73488,3499.4285,1376235,65535,21,25,763,786,3359,-1,1
1542,2.424109,1675520,10740.513,466511.97,2990.4614,10223460,65535,156,25,752,1517.5,3361,-1,1
1543,1.0487877,640605,49277.309,50288,3868.3076,851955,65535,13,25,765.5,1516,3361,-1,1
1544,1.2643056,909488,14669.161,187568,3025.2903,4063170,65535,62,25,746.5,980,3364,-1,1
1545,1.6789838,757008,15449.143,165408,3375.6736,3211215,65535,49,25,754,740.5,3365,-1,1
1546,1.4316051,329056,25312,41904,3223.3845,851955,65535,13,25,744.5,1154,3366,-1,1
1547,1.1471196,68576,6234.1816,32144,2922.1819,720885,65535,11,25,744,1402,3367,-1,1
1548,1.1151256,607888,22514.371,92976,3443.5557,1769445,65535,27,25,749.5,419.5,3368,-1,1
1549,0.96116691,946606,43027.547,105136,4778.9092,1441770,65535,22,25,745,1684.5,3369,-1,0
1550,1.0753986,76320,7632,30160,3016,655350,65535,10,25,765,1700,3369,-1,0
1551,1.2408479,539232,24510.545,73152,3325.0908,1441770,65535,22,25,773,1693,3369,-1,0
1552,1.082707,1110384,32658.354,132128,3886.1177,2228190,65535,34,25,763.5,1360,3370,-1,1
1553,1.2697027,302320,30232,36480,3648,655350,65535,10,25,751.5,1272.5,3372,-1,0
1554,1.0312816,1022656,39332.922,99104,3811.6924,1703910,65535,26,25,756.5,1276.5,3372,-1,0
1555,1.28512,4095467,26943.861,683600.06,4497.3687,9961320,65535,152,25,753.5,1614,3373,-1,1
1556,1.222623,1456271.9,16738.758,318992,3666.5747,5701545,65535,87,25,767,1607.5,3373,-1,1
1557,1.0612314,776448,31057.92,85472,3418.8799,1638375,65535,25,25,779.5,1022.5,3374,-1,1
1558,1.4365674,3817594,9067.9189,1283168,3047.905,27590236,65535,421,25,768,550.5,3377,-1,1
1559,1.9052301,1155728,10227.682,341728,3024.1416,7405455,65535,113,25,769,1333,3378,-1,1
1560,1.1732536,1269200,33400,124912,3287.158,2490330,65535,38,25,774.5,521,3380,-1,1
1561,1.0583496,457456,19060.666,85760,3573.3333,1572840,65535,24,25,772,1243,3383,-1,1
1562,1.1154169,3762856,39609.012,348784,3671.4106,6225825,65535,95,25,764.5,1643,3385,-1,1
1563,1.4018556,361296,18064.801,61968,3098.3999,1310700,65535,20,25,763,663,3386,-1,1
1564,1.1467124,1288617,37900.5,165696,4873.4116,2228190,65535,34,25,767,657,3386,-1,1
1565,1.23576,1221184,27137.422,135680,3015.1111,2949075,65535,45,25,785,668.5,3386,-1,1
1566,2.1485887,389728,8660.6221,133568,2968.1777,2949075,65535,45,25,766.5,1867,3387,-1,1
1567,2.0036193,1774736,7243.8203,727776,2970.5144,16055180,65531.348,245,25,782.5,1880,3387,-1,1
1568,1.7487764,299440,9981.333,90112,3003.7334,1966050,65535,30,25,779.5,203.5,3389,-1,0
1569,0.9919582,883565,36815.207,92608,3858.6667,1572840,65535,24,25,809,196.5,3389,-1,0
1570,1.0106469,1114139,46422.457,95616,3984,1572840,65535,24,25,771,1751.5,3390,-1,1
1571,1.0393245,696736,33177.906,73680,3508.5715,1376235,65535,21,25,792.5,922,3392,-1,1
1572,1.1916295,1011295,37455.371,108720,4026.6667,1769445,65535,27,25,771,269,3393,-1,1
1573,1.1768072,294096,8169.3335,106176,2949.3333,2359260,65535,36,25,779,272.5,3393,-1,1
1574,1.181009,771168,38558.398,65472,3273.6001,1310700,65535,20,25,785.5,240,3393,-1,1
1575,1.9969784,769920,5922.4614,390864,3006.6462,8519550,65535,130,25,794,257.5,3393,-1,1
1576,1.0106469,580336,24180.666,84528,3522,1572840,65535,24,25,806,272,3393,-1,1
1577,1.0660159,318928,24532.924,39440,3033.8462,851955,65535,13,25,777,701.5,3395,-1,1
1578,2.1653892,338672,7526.0444,134560,2990.2222,2949075,65535,45,25,783,710.5,3395,-1,1
1579,1.4939097,426832,7234.4409,173376,2938.5762,3866565,65535,59,25,780,836.5,3396,-1,1
